계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,901.0,1114.0,1005.0,nan,300.0,227.0,261.0,nan
Operating Income,36.0,121.0,27.0,nan,5.0,10.0,5.0,nan
Oper.Income(Rep.),36.0,121.0,27.0,nan,5.0,10.0,5.0,nan
Net Income,23.0,99.0,20.0,nan,1.0,9.0,4.0,nan
Net Income(Contr.),19.0,83.0,6.0,nan,-8.0,5.0,4.0,nan
Net Income(Minor.),4.0,17.0,15.0,nan,9.0,4.0,-1.0,nan
Total Assets,562.0,688.0,689.0,nan,701.0,683.0,689.0,nan
Total Liabilities,233.0,266.0,237.0,nan,244.0,217.0,237.0,nan
Total Equity,329.0,422.0,452.0,nan,457.0,466.0,452.0,nan
Net Income(Contr.),254.0,332.0,328.0,nan,334.0,339.0,328.0,nan
Net Income(Minor.),74.0,91.0,124.0,nan,123.0,127.0,124.0,nan
Capital Stock,55.0,55.0,55.0,nan,55.0,55.0,55.0,nan
Total Debt/Equity,70.98,63.02,52.53,nan,53.31,46.5,52.53,nan
Reserve Ratio,365.27,507.14,518.0,nan,511.9,521.23,518.0,nan
Oper.Income Margin,3.95,10.9,2.72,nan,1.82,4.32,1.9,nan
Net Income Margin,2.07,7.42,0.58,nan,-2.68,2.25,1.6,nan
ROA,4.3,15.91,2.97,nan,0.3,5.24,2.1,nan
ROE,7.71,28.25,1.76,nan,-9.6,6.05,5.0,nan
EPS(KRW),171.0,757.0,53.0,nan,-74.0,47.0,38.0,nan
BPS(KRW),2326.0,3036.0,3090.0,nan,3060.0,3106.0,3090.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,20.35,5.19,55.13,nan,nan,nan,nan,nan
PBR,1.5,1.29,0.95,nan,1.05,0.92,0.95,nan
Issued Shares,10920.0,10920.0,10920.0,nan,10920.0,10920.0,10920.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
