계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,10959.0,10897.0,13910.0,15414.0,3635.0,3814.0,2974.0,nan
Operating Income,2452.0,2566.0,4183.0,5235.0,1248.0,1373.0,307.0,nan
Oper.Income(Rep.),2452.0,2566.0,4183.0,nan,1248.0,1373.0,307.0,nan
Net Income,1660.0,1872.0,3507.0,5120.0,1085.0,1207.0,75.0,nan
Net Income(Contr.),1660.0,1872.0,3507.0,5124.0,1085.0,1207.0,75.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,43018.0,46410.0,51364.0,58950.0,49552.0,49244.0,51364.0,nan
Total Liabilities,4454.0,6243.0,6836.0,10280.0,6923.0,5976.0,6836.0,nan
Total Equity,38564.0,40167.0,44529.0,48670.0,42629.0,43267.0,44529.0,nan
Net Income(Contr.),38564.0,40167.0,44529.0,48670.0,42629.0,43267.0,44529.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,475.0,475.0,475.0,470.0,475.0,475.0,475.0,nan
Total Debt/Equity,11.55,15.54,15.35,21.12,16.24,13.81,15.35,nan
Reserve Ratio,8024.41,8368.93,9287.84,nan,8887.65,9022.07,9287.84,nan
Oper.Income Margin,22.38,23.55,30.07,33.96,34.32,35.99,10.32,nan
Net Income Margin,15.15,17.18,25.21,33.24,29.84,31.64,2.52,nan
ROA,3.96,4.19,7.17,9.28,8.9,9.77,0.6,nan
ROE,4.37,4.76,8.28,11.0,10.37,11.24,0.68,nan
EPS(KRW),1749.0,1972.0,3694.0,5397.0,1143.0,1271.0,79.0,nan
BPS(KRW),40622.0,42345.0,46939.0,51301.0,44938.0,45610.0,46939.0,nan
DPS(KRW),650.0,700.0,1000.0,1250.0,210.0,nan,790.0,nan
PER,7.98,7.91,4.58,2.64,nan,nan,nan,nan
PBR,0.34,0.37,0.36,0.28,0.34,0.37,0.36,nan
Issued Shares,94935.0,94935.0,94935.0,nan,94935.0,94935.0,94935.0,nan
Div Yield,4.66,4.49,5.91,nan,1.38,nan,4.67,nan
