계정,2021/12,2022/12,2023/12,2024/12(E),2024/03,2024/06,2024/09,2024/12(E)
Sales,1534.0,1686.0,1749.0,nan,448.0,471.0,498.0,nan
Operating Income,220.0,213.0,243.0,nan,75.0,53.0,35.0,nan
Oper.Income(Rep.),220.0,213.0,243.0,nan,75.0,53.0,35.0,nan
Net Income,190.0,163.0,156.0,nan,58.0,53.0,27.0,nan
Net Income(Contr.),190.0,163.0,156.0,nan,58.0,53.0,27.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1962.0,2071.0,2332.0,nan,2422.0,2615.0,2653.0,nan
Total Liabilities,395.0,390.0,503.0,nan,486.0,576.0,605.0,nan
Total Equity,1567.0,1681.0,1829.0,nan,1937.0,2039.0,2049.0,nan
Net Income(Contr.),1567.0,1681.0,1829.0,nan,1937.0,2039.0,2049.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,480.0,467.0,466.0,nan,478.0,490.0,486.0,nan
Total Debt/Equity,25.23,23.21,27.52,nan,25.09,28.24,29.51,nan
Reserve Ratio,226.71,259.85,292.83,nan,304.93,315.95,321.56,nan
Oper.Income Margin,14.37,12.65,13.88,nan,16.8,11.16,6.97,nan
Net Income Margin,12.38,9.7,8.94,nan,12.84,11.24,5.44,nan
ROA,10.94,8.11,7.1,nan,9.68,8.41,4.12,nan
ROE,13.58,10.07,8.91,nan,12.22,10.66,5.3,nan
EPS(KRW),396.0,341.0,326.0,nan,120.0,110.0,56.0,nan
BPS(KRW),3266.0,3504.0,3813.0,nan,4037.0,4251.0,4270.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,2.84,2.96,2.4,nan,nan,nan,nan,nan
PBR,0.34,0.29,0.21,nan,0.3,0.56,0.45,nan
Issued Shares,47973.0,47973.0,47973.0,nan,47973.0,47973.0,47973.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
