계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,623.0,1191.0,1316.0,nan,409.0,210.0,279.0,nan
Operating Income,-69.0,85.0,201.0,nan,124.0,-25.0,2.0,nan
Oper.Income(Rep.),-69.0,85.0,201.0,nan,124.0,-25.0,2.0,nan
Net Income,-98.0,57.0,202.0,nan,101.0,-25.0,26.0,nan
Net Income(Contr.),-97.0,68.0,204.0,nan,101.0,-24.0,25.0,nan
Net Income(Minor.),-0.0,-11.0,-2.0,nan,-0.0,-2.0,0.0,nan
Total Assets,1121.0,1226.0,1380.0,nan,1461.0,1360.0,1380.0,nan
Total Liabilities,525.0,462.0,448.0,nan,495.0,439.0,448.0,nan
Total Equity,596.0,764.0,932.0,nan,966.0,921.0,932.0,nan
Net Income(Contr.),588.0,760.0,934.0,nan,962.0,919.0,934.0,nan
Net Income(Minor.),8.0,3.0,-2.0,nan,3.0,2.0,-2.0,nan
Capital Stock,49.0,54.0,54.0,nan,54.0,54.0,54.0,nan
Total Debt/Equity,87.97,60.48,48.08,nan,51.22,47.7,48.08,nan
Reserve Ratio,1100.46,1314.13,1676.82,nan,1689.89,1646.04,1676.82,nan
Oper.Income Margin,-11.16,7.12,15.25,nan,30.23,-11.95,0.69,nan
Net Income Margin,-15.61,5.68,15.49,nan,24.78,-11.21,9.07,nan
ROA,-9.28,4.85,15.48,nan,28.98,-7.14,7.47,nan
ROE,-16.13,10.03,24.05,nan,44.46,-10.02,10.93,nan
EPS(KRW),-992.0,629.0,1895.0,nan,942.0,-219.0,235.0,nan
BPS(KRW),6002.0,7071.0,8884.0,nan,8949.0,8730.0,8884.0,nan
DPS(KRW),nan,nan,100.0,nan,nan,nan,100.0,nan
PER,nan,11.33,4.62,nan,nan,nan,nan,nan
PBR,1.39,1.01,0.98,nan,0.73,0.76,0.98,nan
Issued Shares,9798.0,10754.0,10754.0,nan,10754.0,10754.0,10754.0,nan
Div Yield,nan,nan,1.14,nan,nan,nan,1.14,nan
