계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,756.0,600.0,625.0,nan,156.0,185.0,139.0,nan
Operating Income,16.0,0.0,2.0,nan,-1.0,6.0,-3.0,nan
Oper.Income(Rep.),16.0,0.0,2.0,nan,-1.0,6.0,-3.0,nan
Net Income,9.0,4.0,-4.0,nan,-3.0,6.0,-10.0,nan
Net Income(Contr.),10.0,4.0,-4.0,nan,-2.0,6.0,-11.0,nan
Net Income(Minor.),-1.0,-1.0,0.0,nan,-0.0,-0.0,1.0,nan
Total Assets,561.0,516.0,639.0,nan,538.0,558.0,639.0,nan
Total Liabilities,153.0,74.0,182.0,nan,97.0,111.0,182.0,nan
Total Equity,408.0,442.0,457.0,nan,441.0,447.0,457.0,nan
Net Income(Contr.),407.0,442.0,436.0,nan,441.0,448.0,436.0,nan
Net Income(Minor.),1.0,0.0,21.0,nan,-0.0,-1.0,21.0,nan
Capital Stock,20.0,20.0,20.0,nan,20.0,20.0,20.0,nan
Total Debt/Equity,37.37,16.83,39.93,nan,22.11,24.84,39.93,nan
Reserve Ratio,1997.15,2110.64,2082.85,nan,2109.45,2141.41,2082.85,nan
Oper.Income Margin,2.09,0.03,0.29,nan,-0.51,2.97,-1.82,nan
Net Income Margin,1.27,0.74,-0.69,nan,-1.37,3.37,-7.77,nan
ROA,1.58,0.67,-0.73,nan,-1.87,4.4,-6.65,nan
ROE,2.62,1.04,-0.99,nan,-1.93,5.62,-9.77,nan
EPS(KRW),48.0,22.0,-21.0,nan,-10.0,31.0,-53.0,nan
BPS(KRW),2097.0,2211.0,2183.0,nan,2209.0,2241.0,2183.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,79.56,201.22,nan,nan,nan,nan,nan,nan
PBR,1.84,1.97,1.76,nan,2.55,2.29,1.76,nan
Issued Shares,19896.0,20416.0,20416.0,nan,20416.0,20416.0,20416.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
