계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1971.0,1667.0,1386.0,nan,nan,nan,nan,nan
Operating Income,69.0,41.0,36.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),69.0,41.0,36.0,nan,nan,nan,0.0,nan
Net Income,74.0,38.0,915.0,nan,nan,nan,nan,nan
Net Income(Contr.),74.0,38.0,915.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2395.0,2930.0,3766.0,nan,nan,nan,3766.0,nan
Total Liabilities,1263.0,1788.0,1629.0,nan,nan,nan,1629.0,nan
Total Equity,1132.0,1142.0,2137.0,nan,nan,nan,2137.0,nan
Net Income(Contr.),1132.0,1142.0,2137.0,nan,nan,nan,2137.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,116.0,116.0,116.0,nan,nan,nan,116.0,nan
Total Debt/Equity,111.62,156.51,76.22,nan,nan,nan,76.22,nan
Reserve Ratio,879.24,888.42,1745.68,nan,nan,nan,1745.68,nan
Oper.Income Margin,3.51,2.48,2.63,nan,nan,nan,nan,nan
Net Income Margin,3.75,2.27,65.99,nan,nan,nan,nan,nan
ROA,3.33,1.42,27.33,nan,nan,nan,nan,nan
ROE,6.74,3.33,55.8,nan,nan,nan,nan,nan
EPS(KRW),318.0,163.0,3943.0,nan,nan,nan,0.0,nan
BPS(KRW),4896.0,4942.0,9228.0,nan,nan,nan,9228.0,nan
DPS(KRW),100.0,nan,50.0,nan,nan,nan,50.0,nan
PER,16.14,32.81,0.91,nan,nan,nan,nan,nan
PBR,1.05,1.08,0.39,nan,nan,nan,0.39,nan
Issued Shares,23205.0,23205.0,23205.0,nan,nan,nan,23205.0,nan
Div Yield,1.95,nan,1.39,nan,nan,nan,1.39,nan
