계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1839.0,2285.0,2730.0,nan,770.0,718.0,594.0,nan
Operating Income,61.0,83.0,139.0,nan,38.0,58.0,12.0,nan
Oper.Income(Rep.),61.0,83.0,139.0,nan,38.0,58.0,12.0,nan
Net Income,20.0,82.0,109.0,nan,26.0,42.0,4.0,nan
Net Income(Contr.),14.0,63.0,73.0,nan,20.0,35.0,-5.0,nan
Net Income(Minor.),6.0,19.0,36.0,nan,5.0,8.0,9.0,nan
Total Assets,2069.0,2205.0,2365.0,nan,2289.0,2332.0,2365.0,nan
Total Liabilities,1049.0,1123.0,1167.0,nan,1148.0,1152.0,1167.0,nan
Total Equity,1020.0,1082.0,1198.0,nan,1141.0,1180.0,1198.0,nan
Net Income(Contr.),868.0,915.0,998.0,nan,957.0,989.0,998.0,nan
Net Income(Minor.),152.0,168.0,200.0,nan,184.0,190.0,200.0,nan
Capital Stock,50.0,50.0,50.0,nan,50.0,50.0,50.0,nan
Total Debt/Equity,102.81,103.75,97.43,nan,100.69,97.66,97.43,nan
Reserve Ratio,1698.39,1794.03,1960.76,nan,1878.4,1943.62,1960.76,nan
Oper.Income Margin,3.3,3.63,5.1,nan,4.96,8.04,2.04,nan
Net Income Margin,0.79,2.77,2.67,nan,2.63,4.82,-0.81,nan
ROA,1.12,3.83,4.79,nan,4.54,7.33,0.73,nan
ROE,1.66,7.1,7.63,nan,8.58,14.22,-1.93,nan
EPS(KRW),145.0,633.0,730.0,nan,203.0,346.0,-48.0,nan
BPS(KRW),8992.0,9470.0,10304.0,nan,9892.0,10218.0,10304.0,nan
DPS(KRW),90.0,90.0,125.0,nan,nan,nan,125.0,nan
PER,37.3,7.79,6.88,nan,nan,nan,nan,nan
PBR,0.6,0.52,0.49,nan,0.57,0.5,0.49,nan
Issued Shares,10000.0,10000.0,10000.0,nan,10000.0,10000.0,10000.0,nan
Div Yield,1.67,1.83,2.49,nan,nan,nan,2.49,nan
