계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1468.0,1582.0,1713.0,nan,432.0,434.0,432.0,nan
Operating Income,130.0,131.0,153.0,nan,39.0,38.0,45.0,nan
Oper.Income(Rep.),120.0,131.0,153.0,nan,39.0,38.0,45.0,nan
Net Income,106.0,118.0,132.0,nan,35.0,32.0,39.0,nan
Net Income(Contr.),106.0,118.0,132.0,nan,35.0,32.0,39.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,872.0,912.0,974.0,nan,932.0,928.0,974.0,nan
Total Liabilities,479.0,455.0,444.0,nan,446.0,445.0,444.0,nan
Total Equity,393.0,456.0,529.0,nan,486.0,484.0,529.0,nan
Net Income(Contr.),393.0,456.0,529.0,nan,486.0,484.0,529.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,72.0,72.0,72.0,nan,72.0,72.0,72.0,nan
Total Debt/Equity,122.02,99.8,84.0,nan,91.88,92.02,84.0,nan
Reserve Ratio,451.93,540.6,642.38,nan,581.48,578.56,642.38,nan
Oper.Income Margin,8.85,8.26,8.94,nan,9.08,8.67,10.34,nan
Net Income Margin,7.22,7.44,7.73,nan,8.06,7.42,9.12,nan
ROA,12.56,13.19,14.04,nan,15.2,13.85,16.59,nan
ROE,29.26,27.72,26.86,nan,29.83,26.59,31.16,nan
EPS(KRW),741.0,823.0,926.0,nan,243.0,225.0,276.0,nan
BPS(KRW),2760.0,3203.0,3712.0,nan,3407.0,3393.0,3712.0,nan
DPS(KRW),330.0,380.0,450.0,nan,220.0,nan,230.0,nan
PER,14.58,11.57,10.92,nan,nan,nan,nan,nan
PBR,3.91,2.97,2.72,nan,3.14,2.95,2.72,nan
Issued Shares,14300.0,14300.0,14300.0,nan,14300.0,14300.0,14300.0,nan
Div Yield,3.06,3.99,4.45,nan,2.06,nan,2.27,nan
