계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,244.0,172.0,175.0,nan,43.0,46.0,39.0,nan
Operating Income,-60.0,-74.0,-83.0,nan,-23.0,-29.0,-20.0,nan
Oper.Income(Rep.),-60.0,-74.0,-83.0,nan,-23.0,-29.0,-20.0,nan
Net Income,-1887.0,38.0,-18.0,nan,-106.0,-71.0,155.0,nan
Net Income(Contr.),-1029.0,-7.0,-55.0,nan,-101.0,-63.0,123.0,nan
Net Income(Minor.),-858.0,45.0,37.0,nan,-5.0,-9.0,32.0,nan
Total Assets,3160.0,2569.0,1907.0,nan,1950.0,1864.0,1907.0,nan
Total Liabilities,1798.0,1298.0,612.0,nan,749.0,710.0,612.0,nan
Total Equity,1362.0,1271.0,1296.0,nan,1201.0,1154.0,1296.0,nan
Net Income(Contr.),1643.0,1791.0,1777.0,nan,1710.0,1671.0,1777.0,nan
Net Income(Minor.),-281.0,-520.0,-481.0,nan,-508.0,-517.0,-481.0,nan
Capital Stock,421.0,421.0,432.0,nan,421.0,421.0,432.0,nan
Total Debt/Equity,132.08,102.05,47.2,nan,62.31,61.57,47.2,nan
Reserve Ratio,290.7,325.94,311.14,nan,306.6,297.34,311.14,nan
Oper.Income Margin,-24.71,-43.17,-47.32,nan,-53.38,-62.0,-51.88,nan
Net Income Margin,-422.19,-3.8,-31.64,nan,-235.87,-136.28,313.63,nan
ROA,-61.03,1.33,-0.81,nan,-18.14,-14.97,32.8,nan
ROE,-66.46,-0.38,-3.1,nan,-23.02,-14.87,28.49,nan
EPS(KRW),-1063.0,-6.0,-55.0,nan,-101.0,-62.0,121.0,nan
BPS(KRW),1632.0,1780.0,1740.0,nan,1699.0,1660.0,1740.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.99,0.65,0.66,nan,0.68,0.69,0.66,nan
Issued Shares,84110.0,84110.0,86445.0,nan,84110.0,84110.0,86445.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
