계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,551.0,450.0,206.0,nan,52.0,27.0,39.0,nan
Operating Income,77.0,-35.0,-34.0,nan,-3.0,-23.0,-27.0,nan
Oper.Income(Rep.),77.0,-35.0,-34.0,nan,-3.0,-23.0,-27.0,nan
Net Income,45.0,-80.0,-95.0,nan,-15.0,-33.0,-45.0,nan
Net Income(Contr.),45.0,-80.0,-95.0,nan,-15.0,-33.0,-45.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1943.0,1963.0,2125.0,nan,2208.0,2190.0,2125.0,nan
Total Liabilities,702.0,795.0,1049.0,nan,1048.0,1068.0,1049.0,nan
Total Equity,1242.0,1168.0,1077.0,nan,1160.0,1122.0,1077.0,nan
Net Income(Contr.),1242.0,1168.0,1077.0,nan,1160.0,1122.0,1077.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,89.0,89.0,89.0,nan,89.0,89.0,89.0,nan
Total Debt/Equity,56.52,68.09,97.39,nan,90.36,95.26,97.39,nan
Reserve Ratio,1349.56,1266.26,1164.02,nan,1257.69,1214.45,1164.02,nan
Oper.Income Margin,13.98,-7.89,-16.46,nan,-6.48,-85.91,-68.73,nan
Net Income Margin,8.24,-17.72,-45.97,nan,-28.25,-122.26,-117.77,nan
ROA,2.47,-4.08,-4.63,nan,-2.6,-5.91,-8.43,nan
ROE,4.3,-6.62,-8.44,nan,-5.05,-11.4,-16.55,nan
EPS(KRW),256.0,-448.0,-533.0,nan,-83.0,-183.0,-256.0,nan
BPS(KRW),7248.0,6831.0,6320.0,nan,6788.0,6572.0,6320.0,nan
DPS(KRW),100.0,nan,nan,nan,nan,nan,nan,nan
PER,69.01,nan,nan,nan,nan,nan,nan,nan
PBR,2.44,1.83,1.07,nan,1.14,1.1,1.07,nan
Issued Shares,17774.0,17774.0,17774.0,nan,17774.0,17774.0,17774.0,nan
Div Yield,0.57,nan,nan,nan,nan,nan,nan,nan
