계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,716.0,555.0,498.0,nan,120.0,143.0,126.0,nan
Operating Income,8.0,-7.0,-17.0,nan,-10.0,1.0,-3.0,nan
Oper.Income(Rep.),8.0,-7.0,-17.0,nan,-10.0,1.0,-3.0,nan
Net Income,5.0,-3.0,-9.0,nan,-9.0,4.0,-0.0,nan
Net Income(Contr.),5.0,-3.0,-9.0,nan,-9.0,4.0,-0.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,634.0,615.0,585.0,nan,599.0,589.0,585.0,nan
Total Liabilities,46.0,45.0,39.0,nan,56.0,42.0,39.0,nan
Total Equity,588.0,570.0,546.0,nan,543.0,547.0,546.0,nan
Net Income(Contr.),588.0,570.0,546.0,nan,543.0,547.0,546.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,31.0,31.0,31.0,nan,31.0,31.0,31.0,nan
Total Debt/Equity,7.82,7.9,7.18,nan,10.31,7.65,7.18,nan
Reserve Ratio,2086.57,2029.06,1949.75,nan,1942.91,1954.4,1949.75,nan
Oper.Income Margin,1.13,-1.33,-3.51,nan,-8.71,0.42,-2.19,nan
Net Income Margin,0.7,-0.45,-1.89,nan,-7.59,2.51,-0.3,nan
ROA,0.78,-0.4,-1.57,nan,-6.03,2.41,-0.26,nan
ROE,0.84,-0.43,-1.69,nan,-6.67,2.62,-0.28,nan
EPS(KRW),80.0,-40.0,-152.0,nan,-147.0,57.0,-6.0,nan
BPS(KRW),10933.0,10645.0,10249.0,nan,10215.0,10272.0,10249.0,nan
DPS(KRW),320.0,320.0,320.0,nan,nan,nan,320.0,nan
PER,242.82,nan,nan,nan,nan,nan,nan,nan
PBR,1.78,1.65,1.56,nan,2.2,2.02,1.56,nan
Issued Shares,6227.0,6227.0,6227.0,nan,6227.0,6227.0,6227.0,nan
Div Yield,1.64,1.82,2.01,nan,nan,nan,2.01,nan
