계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,992.0,967.0,1195.0,nan,345.0,335.0,215.0,nan
Operating Income,91.0,135.0,164.0,nan,62.0,34.0,28.0,nan
Oper.Income(Rep.),91.0,135.0,164.0,nan,62.0,34.0,28.0,nan
Net Income,48.0,81.0,57.0,nan,46.0,31.0,-52.0,nan
Net Income(Contr.),48.0,81.0,57.0,nan,46.0,31.0,-52.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1761.0,1841.0,1947.0,nan,1919.0,1928.0,1947.0,nan
Total Liabilities,468.0,481.0,567.0,nan,495.0,478.0,567.0,nan
Total Equity,1293.0,1360.0,1380.0,nan,1424.0,1450.0,1380.0,nan
Net Income(Contr.),1293.0,1360.0,1380.0,nan,1424.0,1450.0,1380.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,75.0,75.0,150.0,nan,150.0,150.0,150.0,nan
Total Debt/Equity,36.21,35.36,41.1,nan,34.75,33.0,41.1,nan
Reserve Ratio,1623.82,1713.12,820.06,nan,849.39,866.59,820.06,nan
Oper.Income Margin,9.13,13.92,13.69,nan,17.82,10.25,12.87,nan
Net Income Margin,4.8,8.33,4.77,nan,13.35,9.12,-24.01,nan
ROA,2.73,4.47,3.01,nan,9.76,6.35,-10.65,nan
ROE,3.74,6.07,4.16,nan,13.14,8.5,-14.59,nan
EPS(KRW),159.0,269.0,190.0,nan,154.0,102.0,-172.0,nan
BPS(KRW),4310.0,4533.0,4600.0,nan,4747.0,4833.0,4600.0,nan
DPS(KRW),35.0,35.0,70.0,nan,nan,nan,70.0,nan
PER,42.35,18.58,23.75,nan,nan,nan,nan,nan
PBR,1.56,1.1,0.98,nan,1.04,1.24,0.98,nan
Issued Shares,30000.0,30000.0,30000.0,nan,30000.0,30000.0,30000.0,nan
Div Yield,0.52,0.7,1.55,nan,nan,nan,1.55,nan
