계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,587.0,530.0,499.0,nan,155.0,106.0,nan,nan
Operating Income,127.0,105.0,81.0,nan,31.0,13.0,nan,nan
Oper.Income(Rep.),127.0,105.0,81.0,nan,31.0,13.0,0.0,nan
Net Income,113.0,101.0,77.0,nan,28.0,12.0,nan,nan
Net Income(Contr.),113.0,101.0,79.0,nan,28.0,13.0,nan,nan
Net Income(Minor.),nan,nan,-2.0,nan,-0.0,-1.0,nan,nan
Total Assets,632.0,696.0,835.0,nan,795.0,805.0,835.0,nan
Total Liabilities,39.0,34.0,65.0,nan,58.0,55.0,65.0,nan
Total Equity,593.0,662.0,769.0,nan,736.0,749.0,769.0,nan
Net Income(Contr.),593.0,662.0,774.0,nan,739.0,753.0,774.0,nan
Net Income(Minor.),0.0,0.0,-4.0,nan,-3.0,-3.0,-4.0,nan
Capital Stock,22.0,23.0,23.0,nan,23.0,23.0,23.0,nan
Total Debt/Equity,6.58,5.15,8.49,nan,7.9,7.4,8.49,nan
Reserve Ratio,2563.42,2825.42,3315.28,nan,3161.69,3221.93,3315.28,nan
Oper.Income Margin,21.58,19.83,16.25,nan,20.34,11.88,nan,nan
Net Income Margin,19.3,18.97,15.76,nan,18.4,12.18,nan,nan
ROA,23.91,15.15,10.03,nan,nan,6.18,0.0,nan
ROE,26.22,16.03,10.95,nan,nan,6.94,0.0,nan
EPS(KRW),549.0,445.0,347.0,nan,126.0,57.0,0.0,nan
BPS(KRW),2663.0,2925.0,3415.0,nan,3262.0,3322.0,3415.0,nan
DPS(KRW),180.0,120.0,90.0,nan,nan,nan,90.0,nan
PER,21.67,13.84,10.52,nan,nan,nan,nan,nan
PBR,4.47,2.11,1.07,nan,1.8,1.52,1.07,nan
Issued Shares,22264.0,22618.0,22654.0,nan,22654.0,22654.0,22654.0,nan
Div Yield,1.51,1.95,2.47,nan,nan,nan,2.47,nan
