계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,7370.0,7777.0,9315.0,nan,2273.0,2383.0,2713.0,nan
Operating Income,314.0,472.0,750.0,nan,3.0,229.0,469.0,nan
Oper.Income(Rep.),314.0,472.0,750.0,nan,3.0,229.0,469.0,nan
Net Income,377.0,357.0,726.0,nan,97.0,131.0,409.0,nan
Net Income(Contr.),377.0,357.0,726.0,nan,97.0,131.0,409.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,5593.0,5647.0,7117.0,nan,6447.0,6481.0,7117.0,nan
Total Liabilities,1417.0,1189.0,1993.0,nan,1826.0,1790.0,1993.0,nan
Total Equity,4177.0,4458.0,5124.0,nan,4621.0,4691.0,5124.0,nan
Net Income(Contr.),4177.0,4458.0,5124.0,nan,4621.0,4691.0,5124.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,100.0,100.0,100.0,nan,100.0,100.0,100.0,nan
Total Debt/Equity,33.92,26.68,38.9,nan,39.51,38.15,38.9,nan
Reserve Ratio,4068.79,4349.19,5014.33,nan,4512.65,4582.29,5014.33,nan
Oper.Income Margin,4.26,6.07,8.05,nan,0.14,9.61,17.27,nan
Net Income Margin,5.11,4.6,7.8,nan,4.26,5.52,15.07,nan
ROA,6.78,6.36,11.38,nan,6.11,8.14,24.04,nan
ROE,9.54,8.28,15.16,nan,8.5,11.3,33.31,nan
EPS(KRW),1879.0,1784.0,3624.0,nan,484.0,656.0,2040.0,nan
BPS(KRW),20844.0,22246.0,25572.0,nan,23063.0,23411.0,25572.0,nan
DPS(KRW),175.0,175.0,200.0,nan,nan,nan,200.0,nan
PER,2.83,3.27,1.63,nan,nan,nan,nan,nan
PBR,0.25,0.26,0.23,nan,0.27,0.25,0.23,nan
Issued Shares,20038.0,20038.0,20038.0,nan,20038.0,20038.0,20038.0,nan
Div Yield,3.3,3.0,3.38,nan,nan,nan,3.38,nan
