계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,266.0,760.0,774.0,nan,196.0,170.0,185.0,nan
Operating Income,-147.0,-144.0,-132.0,nan,-36.0,-27.0,-47.0,nan
Oper.Income(Rep.),-147.0,-144.0,-132.0,nan,-36.0,-27.0,-47.0,nan
Net Income,-251.0,-94.0,-221.0,nan,-33.0,-16.0,-161.0,nan
Net Income(Contr.),-251.0,-93.0,-221.0,nan,-34.0,-16.0,-161.0,nan
Net Income(Minor.),nan,-1.0,0.0,nan,0.0,-0.0,-0.0,nan
Total Assets,2476.0,2115.0,1817.0,nan,1951.0,1893.0,1817.0,nan
Total Liabilities,458.0,169.0,203.0,nan,134.0,106.0,203.0,nan
Total Equity,2017.0,1946.0,1615.0,nan,1817.0,1787.0,1615.0,nan
Net Income(Contr.),2017.0,1935.0,1604.0,nan,1805.0,1775.0,1604.0,nan
Net Income(Minor.),0.0,11.0,11.0,nan,12.0,11.0,11.0,nan
Capital Stock,424.0,425.0,425.0,nan,425.0,425.0,425.0,nan
Total Debt/Equity,22.71,8.69,12.55,nan,7.39,5.96,12.55,nan
Reserve Ratio,375.66,354.98,302.45,nan,344.6,340.84,302.45,nan
Oper.Income Margin,-55.04,-18.88,-17.05,nan,-18.53,-15.72,-25.34,nan
Net Income Margin,-94.2,-12.27,-28.57,nan,-17.14,-9.27,-86.85,nan
ROA,-13.18,-4.1,-11.23,nan,-6.58,-3.31,-34.7,nan
ROE,-18.16,-4.72,-12.49,nan,-7.21,-3.52,-38.08,nan
EPS(KRW),-316.0,-110.0,-260.0,nan,-39.0,-19.0,-189.0,nan
BPS(KRW),2378.0,2273.0,2010.0,nan,2221.0,2202.0,2010.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.7,0.8,0.71,nan,0.89,0.68,0.71,nan
Issued Shares,84288.0,85066.0,85066.0,nan,85066.0,85066.0,85066.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
