계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1164.0,3800.0,3822.0,4281.0,1548.0,988.0,590.0,511.0
Operating Income,54.0,203.0,-79.0,226.0,45.0,10.0,-146.0,10.0
Oper.Income(Rep.),54.0,203.0,-79.0,nan,45.0,10.0,-146.0,nan
Net Income,-70.0,108.0,-158.0,190.0,34.0,-142.0,-77.0,nan
Net Income(Contr.),-75.0,105.0,-172.0,186.0,16.0,-146.0,-60.0,nan
Net Income(Minor.),4.0,3.0,14.0,nan,17.0,4.0,-17.0,nan
Total Assets,2726.0,2895.0,3333.0,3282.0,3856.0,3331.0,3333.0,nan
Total Liabilities,1300.0,1155.0,1691.0,1383.0,2019.0,1702.0,1691.0,nan
Total Equity,1426.0,1740.0,1642.0,1899.0,1837.0,1629.0,1642.0,nan
Net Income(Contr.),1121.0,1502.0,1397.0,1657.0,1565.0,1404.0,1397.0,nan
Net Income(Minor.),304.0,239.0,245.0,243.0,272.0,225.0,245.0,nan
Capital Stock,163.0,184.0,185.0,188.0,185.0,185.0,185.0,nan
Total Debt/Equity,91.22,66.37,102.95,72.8,109.93,104.43,102.95,nan
Reserve Ratio,590.4,715.79,656.0,nan,747.25,660.14,656.0,nan
Oper.Income Margin,4.68,5.35,-2.07,5.28,2.92,1.02,-24.67,1.96
Net Income Margin,-6.41,2.77,-4.5,4.33,1.06,-14.81,-10.17,nan
ROA,nan,3.84,-5.06,5.73,3.82,-15.81,-9.24,nan
ROE,nan,8.02,-11.87,12.15,4.22,-39.43,-17.14,nan
EPS(KRW),-236.0,289.0,-465.0,502.0,44.0,-396.0,-162.0,nan
BPS(KRW),3452.0,4079.0,3780.0,4482.0,4236.0,3801.0,3780.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,31.14,nan,10.17,nan,nan,nan,nan
PBR,1.78,2.21,1.4,1.14,2.14,1.59,1.4,nan
Issued Shares,32531.0,36844.0,36988.0,nan,36988.0,36988.0,36988.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
