계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,44950.0,40213.0,42599.0,44827.0,10057.0,10681.0,11794.0,10860.0
Operating Income,2719.0,1520.0,2493.0,3918.0,122.0,750.0,790.0,1043.0
Oper.Income(Rep.),2719.0,1520.0,2493.0,nan,122.0,750.0,790.0,nan
Net Income,1492.0,2347.0,6529.0,2687.0,5373.0,516.0,-338.0,nan
Net Income(Contr.),622.0,1193.0,2520.0,1164.0,1900.0,264.0,-63.0,nan
Net Income(Minor.),870.0,1154.0,4008.0,nan,3472.0,252.0,-275.0,nan
Total Assets,76510.0,76314.0,85405.0,83783.0,85494.0,84775.0,85405.0,nan
Total Liabilities,11175.0,11063.0,15488.0,14913.0,15805.0,14414.0,15488.0,nan
Total Equity,65335.0,65251.0,69917.0,68870.0,69689.0,70361.0,69917.0,nan
Net Income(Contr.),33564.0,33233.0,33356.0,32309.0,33278.0,33695.0,33356.0,nan
Net Income(Minor.),31771.0,32018.0,36561.0,36561.0,36411.0,36667.0,36561.0,nan
Capital Stock,480.0,480.0,480.0,480.0,480.0,480.0,480.0,nan
Total Debt/Equity,17.1,16.95,22.15,21.65,22.68,20.49,22.15,nan
Reserve Ratio,7287.76,7218.55,7243.34,nan,7227.64,7313.91,7243.34,nan
Oper.Income Margin,6.05,3.78,5.85,8.74,1.22,7.02,6.7,9.6
Net Income Margin,1.38,2.97,5.92,2.6,18.9,2.47,-0.54,nan
ROA,1.9,3.07,8.07,3.18,26.35,2.43,-1.59,nan
ROE,1.87,3.57,7.57,3.55,22.83,3.16,-0.76,nan
EPS(KRW),648.0,1243.0,2626.0,1247.0,1980.0,275.0,-66.0,nan
BPS(KRW),36939.0,36593.0,36717.0,36775.0,36638.0,37070.0,36717.0,nan
DPS(KRW),205.0,245.0,330.0,500.0,nan,nan,330.0,nan
PER,53.83,23.54,7.92,17.2,nan,nan,nan,nan
PBR,0.94,0.8,0.57,0.58,0.88,0.75,0.57,nan
Issued Shares,82458.0,82458.0,82458.0,nan,82458.0,82458.0,82458.0,nan
Div Yield,0.59,0.84,1.59,nan,nan,nan,1.59,nan
