계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,321.0,502.0,670.0,nan,nan,nan,nan,nan
Operating Income,15.0,9.0,-14.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),15.0,9.0,-14.0,nan,nan,nan,0.0,nan
Net Income,14.0,84.0,-13.0,nan,nan,nan,nan,nan
Net Income(Contr.),14.0,84.0,-13.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,499.0,1076.0,895.0,nan,nan,nan,895.0,nan
Total Liabilities,296.0,353.0,184.0,nan,nan,nan,184.0,nan
Total Equity,203.0,723.0,711.0,nan,nan,nan,711.0,nan
Net Income(Contr.),203.0,723.0,711.0,nan,nan,nan,711.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,178.0,369.0,371.0,nan,nan,nan,371.0,nan
Total Debt/Equity,146.07,48.81,25.89,nan,nan,nan,25.89,nan
Reserve Ratio,13.79,111.28,107.44,nan,nan,nan,107.44,nan
Oper.Income Margin,4.76,1.76,-2.1,nan,nan,nan,nan,nan
Net Income Margin,4.29,16.68,-2.01,nan,nan,nan,nan,nan
ROA,2.42,10.63,-1.37,nan,nan,nan,nan,nan
ROE,7.15,18.08,-1.88,nan,nan,nan,nan,nan
EPS(KRW),39.0,174.0,-18.0,nan,nan,nan,0.0,nan
BPS(KRW),569.0,1056.0,1037.0,nan,nan,nan,1037.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,85.47,7.64,nan,nan,nan,nan,nan,nan
PBR,5.8,1.26,0.67,nan,nan,nan,0.67,nan
Issued Shares,35649.0,73886.0,74111.0,nan,nan,nan,74111.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
