계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,6844.0,7485.0,7194.0,8197.0,1723.0,1787.0,1879.0,1942.0
Operating Income,630.0,1003.0,825.0,1073.0,116.0,265.0,181.0,239.0
Oper.Income(Rep.),630.0,1003.0,825.0,nan,116.0,265.0,181.0,nan
Net Income,299.0,384.0,650.0,791.0,85.0,198.0,166.0,nan
Net Income(Contr.),319.0,370.0,650.0,791.0,85.0,198.0,166.0,179.0
Net Income(Minor.),-20.0,14.0,nan,nan,nan,nan,nan,nan
Total Assets,6280.0,6450.0,6046.0,7560.0,6639.0,6369.0,6046.0,nan
Total Liabilities,4022.0,3796.0,2751.0,3754.0,3804.0,3331.0,2751.0,nan
Total Equity,2258.0,2654.0,3295.0,3806.0,2835.0,3038.0,3295.0,nan
Net Income(Contr.),2404.0,2654.0,3295.0,nan,2835.0,3038.0,3295.0,nan
Net Income(Minor.),-146.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,594.0,611.0,623.0,623.0,623.0,623.0,623.0,nan
Total Debt/Equity,178.16,143.01,83.5,98.63,134.19,109.66,83.5,nan
Reserve Ratio,323.13,352.98,448.66,nan,374.09,406.68,448.66,nan
Oper.Income Margin,9.2,13.4,11.47,13.09,6.76,14.86,9.61,12.31
Net Income Margin,4.66,4.94,9.04,9.65,4.94,11.11,8.83,9.22
ROA,4.73,6.04,10.41,11.63,5.15,12.21,10.69,nan
ROE,14.45,14.63,21.86,24.01,12.19,27.04,20.96,21.73
EPS(KRW),1281.0,1478.0,2606.0,3177.0,342.0,797.0,666.0,719.0
BPS(KRW),10042.0,11091.0,13717.0,nan,11852.0,12667.0,13717.0,nan
DPS(KRW),357.0,392.0,450.0,390.0,nan,nan,450.0,nan
PER,14.06,24.05,9.21,6.86,nan,nan,nan,nan
PBR,1.79,3.21,1.75,nan,2.55,2.17,1.75,nan
Issued Shares,23286.0,23286.0,23286.0,nan,23286.0,23286.0,23286.0,nan
Div Yield,1.98,1.1,1.88,nan,nan,nan,1.88,nan
