계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,548.0,418.0,286.0,nan,75.0,72.0,72.0,nan
Operating Income,-48.0,-36.0,-97.0,nan,-40.0,-15.0,-7.0,nan
Oper.Income(Rep.),-48.0,-36.0,-97.0,nan,-40.0,-15.0,-7.0,nan
Net Income,-13.0,-40.0,-105.0,nan,-26.0,13.0,-65.0,nan
Net Income(Contr.),-8.0,-34.0,-100.0,nan,-25.0,15.0,-65.0,nan
Net Income(Minor.),-4.0,-6.0,-6.0,nan,-2.0,-2.0,nan,nan
Total Assets,2167.0,2035.0,1752.0,nan,1968.0,1896.0,1752.0,nan
Total Liabilities,571.0,483.0,378.0,nan,466.0,442.0,378.0,nan
Total Equity,1597.0,1552.0,1374.0,nan,1502.0,1454.0,1374.0,nan
Net Income(Contr.),1591.0,1551.0,1374.0,nan,1502.0,1454.0,1374.0,nan
Net Income(Minor.),6.0,1.0,0.0,nan,-1.0,0.0,0.0,nan
Capital Stock,66.0,66.0,66.0,nan,66.0,66.0,66.0,nan
Total Debt/Equity,35.75,31.11,27.53,nan,31.03,30.43,27.53,nan
Reserve Ratio,2345.61,2290.03,2117.57,nan,2216.41,2240.14,2117.57,nan
Oper.Income Margin,-8.81,-8.59,-33.74,nan,-53.63,-20.87,-9.49,nan
Net Income Margin,-1.54,-8.15,-34.88,nan,-33.06,21.29,-90.95,nan
ROA,-0.57,-1.93,-5.57,nan,-5.3,2.76,-14.28,nan
ROE,-0.53,-2.17,-6.83,nan,-6.53,4.14,-18.42,nan
EPS(KRW),-65.0,-261.0,-765.0,nan,-189.0,117.0,-499.0,nan
BPS(KRW),12303.0,12023.0,11156.0,nan,11653.0,11772.0,11156.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.64,0.89,0.69,nan,0.93,0.7,0.69,nan
Issued Shares,13058.0,13058.0,13058.0,nan,13058.0,13058.0,13058.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
