계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1505.0,875.0,1042.0,nan,279.0,169.0,-72.0,nan
Operating Income,65.0,75.0,79.0,nan,0.0,3.0,1.0,nan
Oper.Income(Rep.),65.0,75.0,79.0,nan,0.0,3.0,1.0,nan
Net Income,62.0,110.0,197.0,nan,33.0,61.0,39.0,nan
Net Income(Contr.),43.0,64.0,108.0,nan,16.0,31.0,21.0,nan
Net Income(Minor.),19.0,46.0,89.0,nan,17.0,31.0,18.0,nan
Total Assets,1457.0,1759.0,1477.0,nan,1813.0,1563.0,1477.0,nan
Total Liabilities,589.0,777.0,491.0,nan,796.0,598.0,491.0,nan
Total Equity,868.0,981.0,986.0,nan,1017.0,965.0,986.0,nan
Net Income(Contr.),545.0,613.0,694.0,nan,659.0,668.0,694.0,nan
Net Income(Minor.),323.0,368.0,292.0,nan,358.0,297.0,292.0,nan
Capital Stock,27.0,27.0,27.0,nan,27.0,27.0,27.0,nan
Total Debt/Equity,67.87,79.2,49.8,nan,78.25,61.91,49.8,nan
Reserve Ratio,2007.21,2317.2,2738.3,nan,2488.44,2583.8,2738.3,nan
Oper.Income Margin,4.34,8.53,7.55,nan,0.12,1.93,-1.61,nan
Net Income Margin,2.86,7.36,10.35,nan,5.84,18.19,-28.68,nan
ROA,4.96,6.87,12.16,nan,7.46,14.52,10.14,nan
ROE,8.23,11.12,16.51,nan,10.04,18.55,12.09,nan
EPS(KRW),806.0,1206.0,2020.0,nan,306.0,576.0,386.0,nan
BPS(KRW),10536.0,12086.0,14192.0,nan,12942.0,13419.0,14192.0,nan
DPS(KRW),100.0,200.0,300.0,nan,nan,nan,300.0,nan
PER,11.92,12.29,9.12,nan,nan,nan,nan,nan
PBR,0.91,1.23,1.3,nan,1.1,1.0,1.3,nan
Issued Shares,5340.0,5340.0,5340.0,nan,5340.0,5340.0,5340.0,nan
Div Yield,1.04,1.35,1.63,nan,nan,nan,1.63,nan
