계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,7471.0,7804.0,7938.0,nan,2299.0,1935.0,1979.0,nan
Operating Income,257.0,423.0,437.0,nan,184.0,138.0,27.0,nan
Oper.Income(Rep.),257.0,423.0,437.0,nan,184.0,138.0,27.0,nan
Net Income,115.0,279.0,352.0,nan,149.0,98.0,27.0,nan
Net Income(Contr.),115.0,279.0,352.0,nan,149.0,98.0,27.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,6682.0,6686.0,6677.0,nan,6943.0,6728.0,6677.0,nan
Total Liabilities,3155.0,2944.0,2608.0,nan,3016.0,2717.0,2608.0,nan
Total Equity,3527.0,3743.0,4068.0,nan,3926.0,4011.0,4068.0,nan
Net Income(Contr.),3527.0,3743.0,4068.0,nan,3926.0,4011.0,4068.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,102.0,102.0,102.0,nan,102.0,102.0,102.0,nan
Total Debt/Equity,89.46,78.65,64.11,nan,76.82,67.75,64.11,nan
Reserve Ratio,3346.92,3558.08,3876.3,nan,3737.56,3819.9,3876.3,nan
Oper.Income Margin,3.45,5.42,5.5,nan,7.99,7.11,1.36,nan
Net Income Margin,1.55,3.57,4.43,nan,6.46,5.04,1.34,nan
ROA,1.73,4.17,5.26,nan,8.75,5.71,1.59,nan
ROE,3.31,7.67,9.0,nan,15.45,9.83,2.63,nan
EPS(KRW),564.0,1362.0,1719.0,nan,726.0,477.0,130.0,nan
BPS(KRW),17235.0,18290.0,19881.0,nan,19188.0,19600.0,19881.0,nan
DPS(KRW),275.0,325.0,350.0,nan,nan,nan,350.0,nan
PER,13.72,6.79,4.62,nan,nan,nan,nan,nan
PBR,0.45,0.51,0.4,nan,0.51,0.45,0.4,nan
Issued Shares,20000.0,20000.0,20000.0,nan,20000.0,20000.0,20000.0,nan
Div Yield,3.55,3.51,4.41,nan,nan,nan,4.41,nan
