계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1329.0,1071.0,1167.0,1415.0,307.0,165.0,492.0,365.0
Operating Income,55.0,86.0,241.0,376.0,69.0,32.0,107.0,99.0
Oper.Income(Rep.),55.0,86.0,241.0,nan,69.0,32.0,107.0,nan
Net Income,93.0,132.0,289.0,386.0,77.0,40.0,125.0,nan
Net Income(Contr.),93.0,132.0,289.0,386.0,77.0,40.0,125.0,99.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2548.0,2119.0,2409.0,2717.0,2243.0,2270.0,2409.0,nan
Total Liabilities,771.0,257.0,280.0,232.0,281.0,267.0,280.0,nan
Total Equity,1778.0,1861.0,2129.0,2485.0,1963.0,2003.0,2129.0,nan
Net Income(Contr.),1778.0,1861.0,2129.0,2485.0,1963.0,2003.0,2129.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,19.0,19.0,19.0,19.0,19.0,19.0,19.0,nan
Total Debt/Equity,43.35,13.82,13.14,9.34,14.29,13.35,13.14,nan
Reserve Ratio,9546.45,9960.88,11335.69,nan,10464.1,10676.13,11335.69,nan
Oper.Income Margin,4.17,8.07,20.65,26.57,22.3,19.33,21.73,27.12
Net Income Margin,6.98,12.3,24.8,27.28,25.1,24.32,25.35,27.12
ROA,3.23,5.64,12.78,15.06,14.15,7.11,21.34,nan
ROE,5.36,7.23,14.5,16.73,16.05,8.09,24.17,18.6
EPS(KRW),490.0,696.0,1531.0,2042.0,408.0,212.0,660.0,524.0
BPS(KRW),9646.0,10061.0,11436.0,13320.0,10564.0,10776.0,11436.0,nan
DPS(KRW),300.0,180.0,380.0,180.0,nan,nan,380.0,nan
PER,10.91,26.42,8.19,6.68,nan,nan,nan,nan
PBR,0.55,1.83,1.1,1.02,2.35,1.41,1.1,nan
Issued Shares,18900.0,18900.0,18900.0,nan,18900.0,18900.0,18900.0,nan
Div Yield,5.61,0.98,3.03,nan,nan,nan,3.03,nan
