계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,830.0,589.0,877.0,nan,210.0,204.0,285.0,nan
Operating Income,36.0,-82.0,25.0,nan,-6.0,-12.0,40.0,nan
Oper.Income(Rep.),36.0,-82.0,25.0,nan,-6.0,-12.0,40.0,nan
Net Income,-35.0,-153.0,3.0,nan,-15.0,-17.0,35.0,nan
Net Income(Contr.),-27.0,-140.0,8.0,nan,-14.0,-15.0,36.0,nan
Net Income(Minor.),-8.0,-13.0,-5.0,nan,-1.0,-2.0,-1.0,nan
Total Assets,1060.0,972.0,1014.0,nan,996.0,978.0,1014.0,nan
Total Liabilities,453.0,511.0,551.0,nan,548.0,547.0,551.0,nan
Total Equity,607.0,461.0,462.0,nan,448.0,431.0,462.0,nan
Net Income(Contr.),605.0,464.0,469.0,nan,451.0,436.0,469.0,nan
Net Income(Minor.),2.0,-3.0,-7.0,nan,-3.0,-5.0,-7.0,nan
Capital Stock,59.0,59.0,59.0,nan,59.0,59.0,59.0,nan
Total Debt/Equity,74.53,110.94,119.29,nan,122.42,126.85,119.29,nan
Reserve Ratio,943.8,705.43,713.69,nan,683.17,659.09,713.69,nan
Oper.Income Margin,4.33,-13.94,2.84,nan,-3.0,-5.92,13.96,nan
Net Income Margin,-3.25,-23.82,0.89,nan,-6.77,-7.45,12.69,nan
ROA,-3.39,-15.09,0.26,nan,-6.16,-6.97,13.95,nan
ROE,-4.46,-26.24,1.67,nan,-12.4,-13.68,31.93,nan
EPS(KRW),-227.0,-1183.0,66.0,nan,-120.0,-128.0,305.0,nan
BPS(KRW),5219.0,4027.0,4068.0,nan,3916.0,3795.0,4068.0,nan
DPS(KRW),0.0,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,113.4,nan,nan,nan,nan,nan
PBR,1.97,2.08,1.83,nan,2.73,2.82,1.83,nan
Issued Shares,10820.0,10820.0,10820.0,nan,10820.0,10820.0,10820.0,nan
Div Yield,0.0,nan,nan,nan,nan,nan,nan,nan
