계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2483.0,3376.0,3402.0,nan,1094.0,656.0,984.0,nan
Operating Income,279.0,435.0,362.0,nan,254.0,29.0,25.0,nan
Oper.Income(Rep.),279.0,435.0,362.0,nan,254.0,29.0,25.0,nan
Net Income,323.0,380.0,400.0,nan,213.0,29.0,80.0,nan
Net Income(Contr.),323.0,380.0,400.0,nan,213.0,29.0,80.0,nan
Net Income(Minor.),-0.0,0.0,0.0,nan,0.0,nan,nan,nan
Total Assets,4071.0,4305.0,4618.0,nan,4742.0,4516.0,4618.0,nan
Total Liabilities,1049.0,1001.0,1009.0,nan,1218.0,965.0,1009.0,nan
Total Equity,3022.0,3303.0,3609.0,nan,3524.0,3551.0,3609.0,nan
Net Income(Contr.),3017.0,3303.0,3609.0,nan,3524.0,3551.0,3609.0,nan
Net Income(Minor.),5.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,30.0,30.0,30.0,nan,30.0,30.0,30.0,nan
Total Debt/Equity,34.72,30.31,27.95,nan,34.58,27.18,27.95,nan
Reserve Ratio,10039.15,10994.69,12014.04,nan,11729.39,11819.82,12014.04,nan
Oper.Income Margin,11.23,12.87,10.64,nan,23.26,4.38,2.52,nan
Net Income Margin,13.01,11.26,11.77,nan,19.45,4.37,8.14,nan
ROA,9.03,9.07,8.97,nan,18.63,2.48,7.02,nan
ROE,11.23,12.03,11.58,nan,24.9,3.24,8.96,nan
EPS(KRW),5384.0,6334.0,6673.0,nan,3546.0,478.0,1336.0,nan
BPS(KRW),50696.0,55473.0,60570.0,nan,59147.0,59599.0,60570.0,nan
DPS(KRW),1300.0,1300.0,1400.0,nan,nan,nan,1400.0,nan
PER,5.34,4.12,3.68,nan,nan,nan,nan,nan
PBR,0.57,0.47,0.41,nan,0.44,0.46,0.41,nan
Issued Shares,6000.0,6000.0,6000.0,nan,6000.0,6000.0,6000.0,nan
Div Yield,4.52,4.98,5.7,nan,nan,nan,5.7,nan
