계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,23049.0,17995.0,17919.0,nan,3748.0,3025.0,4905.0,nan
Operating Income,253.0,283.0,270.0,nan,37.0,15.0,51.0,nan
Oper.Income(Rep.),253.0,283.0,270.0,nan,37.0,15.0,51.0,nan
Net Income,242.0,306.0,286.0,nan,44.0,26.0,61.0,nan
Net Income(Contr.),242.0,306.0,286.0,nan,44.0,26.0,61.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,nan,nan,nan
Total Assets,10676.0,9513.0,9477.0,nan,8032.0,7530.0,9477.0,nan
Total Liabilities,6726.0,5305.0,5018.0,nan,3659.0,3135.0,5018.0,nan
Total Equity,3950.0,4208.0,4459.0,nan,4372.0,4395.0,4459.0,nan
Net Income(Contr.),3947.0,4205.0,4459.0,nan,4372.0,4395.0,4459.0,nan
Net Income(Minor.),3.0,3.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,147.0,147.0,147.0,nan,147.0,147.0,147.0,nan
Total Debt/Equity,170.29,126.08,112.55,nan,83.69,71.32,112.55,nan
Reserve Ratio,2579.23,2754.29,2926.41,nan,2867.83,2883.19,2926.41,nan
Oper.Income Margin,1.1,1.57,1.51,nan,0.99,0.5,1.05,nan
Net Income Margin,1.05,1.7,1.6,nan,1.18,0.86,1.25,nan
ROA,2.45,3.03,3.02,nan,2.03,1.34,2.88,nan
ROE,6.28,7.51,6.61,nan,4.06,2.38,5.53,nan
EPS(KRW),4102.0,5192.0,4855.0,nan,747.0,443.0,1039.0,nan
BPS(KRW),66981.0,71357.0,75660.0,nan,74196.0,74580.0,75660.0,nan
DPS(KRW),875.0,875.0,875.0,nan,nan,nan,875.0,nan
PER,6.17,3.75,3.65,nan,nan,nan,nan,nan
PBR,0.38,0.27,0.23,nan,0.26,0.25,0.23,nan
Issued Shares,5895.0,5895.0,5895.0,nan,5895.0,5895.0,5895.0,nan
Div Yield,3.46,4.5,4.94,nan,nan,nan,4.94,nan
