계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,398.0,105.0,73.0,nan,nan,nan,nan,nan
Operating Income,-66.0,-117.0,-63.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-66.0,-117.0,-63.0,nan,nan,nan,0.0,nan
Net Income,-164.0,-91.0,-47.0,nan,nan,nan,nan,nan
Net Income(Contr.),-164.0,-91.0,-47.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,278.0,285.0,201.0,nan,nan,nan,201.0,nan
Total Liabilities,160.0,116.0,78.0,nan,nan,nan,78.0,nan
Total Equity,118.0,169.0,123.0,nan,nan,nan,123.0,nan
Net Income(Contr.),118.0,169.0,123.0,nan,nan,nan,123.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,185.0,210.0,105.0,nan,nan,nan,105.0,nan
Total Debt/Equity,135.24,68.69,63.84,nan,nan,nan,63.84,nan
Reserve Ratio,nan,nan,16.86,nan,nan,nan,16.86,nan
Oper.Income Margin,-16.71,-111.57,-86.21,nan,nan,nan,nan,nan
Net Income Margin,-41.13,-87.24,-64.27,nan,nan,nan,nan,nan
ROA,-44.52,-32.49,-19.28,nan,nan,nan,nan,nan
ROE,-81.89,-63.7,-32.14,nan,nan,nan,nan,nan
EPS(KRW),-871.0,-476.0,-223.0,nan,nan,nan,0.0,nan
BPS(KRW),628.0,805.0,584.0,nan,nan,nan,584.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,9.66,5.65,4.89,nan,nan,nan,4.89,nan
Issued Shares,18773.0,21000.0,21000.0,nan,nan,nan,21000.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
