계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,13714.0,15108.0,15674.0,nan,4011.0,3879.0,4000.0,nan
Operating Income,370.0,593.0,437.0,nan,207.0,73.0,35.0,nan
Oper.Income(Rep.),370.0,593.0,437.0,nan,207.0,73.0,35.0,nan
Net Income,356.0,505.0,474.0,nan,158.0,77.0,110.0,nan
Net Income(Contr.),333.0,472.0,447.0,nan,154.0,67.0,101.0,nan
Net Income(Minor.),23.0,33.0,27.0,nan,3.0,10.0,9.0,nan
Total Assets,7994.0,8747.0,10135.0,nan,9313.0,9128.0,10135.0,nan
Total Liabilities,4981.0,5335.0,6015.0,nan,5503.0,5307.0,6015.0,nan
Total Equity,3012.0,3412.0,4121.0,nan,3810.0,3820.0,4121.0,nan
Net Income(Contr.),2921.0,3261.0,3855.0,nan,3576.0,3589.0,3855.0,nan
Net Income(Minor.),92.0,151.0,266.0,nan,234.0,231.0,266.0,nan
Capital Stock,305.0,305.0,305.0,nan,305.0,305.0,305.0,nan
Total Debt/Equity,165.36,156.38,145.96,nan,144.43,138.93,145.96,nan
Reserve Ratio,859.23,970.97,1166.08,nan,1074.52,1078.65,1166.08,nan
Oper.Income Margin,2.7,3.93,2.79,nan,5.17,1.88,0.87,nan
Net Income Margin,2.43,3.12,2.85,nan,3.85,1.74,2.52,nan
ROA,4.76,6.03,5.02,nan,6.76,3.35,4.58,nan
ROE,12.16,15.26,12.57,nan,17.71,7.52,10.84,nan
EPS(KRW),1095.0,1549.0,1469.0,nan,507.0,221.0,331.0,nan
BPS(KRW),9592.0,10710.0,12661.0,nan,11745.0,11786.0,12661.0,nan
DPS(KRW),70.0,100.0,100.0,nan,nan,nan,100.0,nan
PER,2.47,5.98,2.11,nan,nan,nan,nan,nan
PBR,0.28,0.86,0.24,nan,0.45,0.33,0.24,nan
Issued Shares,30450.0,30450.0,30450.0,nan,30450.0,30450.0,30450.0,nan
Div Yield,2.59,1.08,3.23,nan,nan,nan,3.23,nan
