계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2189.0,1940.0,2140.0,nan,562.0,532.0,501.0,nan
Operating Income,113.0,57.0,93.0,nan,24.0,34.0,1.0,nan
Oper.Income(Rep.),113.0,57.0,93.0,nan,24.0,34.0,1.0,nan
Net Income,83.0,48.0,84.0,nan,20.0,41.0,-6.0,nan
Net Income(Contr.),83.0,48.0,84.0,nan,20.0,41.0,-6.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1670.0,1667.0,1692.0,nan,1730.0,1664.0,1692.0,nan
Total Liabilities,477.0,451.0,382.0,nan,474.0,369.0,382.0,nan
Total Equity,1193.0,1216.0,1310.0,nan,1256.0,1295.0,1310.0,nan
Net Income(Contr.),1193.0,1216.0,1310.0,nan,1256.0,1295.0,1310.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,242.0,242.0,242.0,nan,242.0,242.0,242.0,nan
Total Debt/Equity,39.97,37.13,29.18,nan,37.71,28.51,29.18,nan
Reserve Ratio,393.63,403.04,441.98,nan,419.8,435.96,441.98,nan
Oper.Income Margin,5.18,2.96,4.37,nan,4.29,6.38,0.2,nan
Net Income Margin,3.79,2.5,3.92,nan,3.57,7.75,-1.18,nan
ROA,5.01,2.9,5.0,nan,4.55,9.72,-1.41,nan
ROE,7.19,4.02,6.65,nan,6.44,12.93,-1.81,nan
EPS(KRW),172.0,100.0,174.0,nan,42.0,85.0,-12.0,nan
BPS(KRW),2468.0,2515.0,2710.0,nan,2599.0,2680.0,2710.0,nan
DPS(KRW),35.0,30.0,35.0,nan,nan,nan,35.0,nan
PER,10.69,17.5,8.21,nan,nan,nan,nan,nan
PBR,0.74,0.7,0.53,nan,0.61,0.56,0.53,nan
Issued Shares,48330.0,48330.0,48330.0,nan,48330.0,48330.0,48330.0,nan
Div Yield,1.91,1.71,2.45,nan,nan,nan,2.45,nan
