계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,3243.0,3393.0,3714.0,nan,957.0,908.0,937.0,nan
Operating Income,-55.0,-31.0,-121.0,nan,-57.0,-1.0,-7.0,nan
Oper.Income(Rep.),-55.0,-31.0,-121.0,nan,-57.0,-1.0,-7.0,nan
Net Income,-382.0,443.0,-332.0,nan,-100.0,-203.0,-185.0,nan
Net Income(Contr.),-389.0,434.0,-335.0,nan,-99.0,-203.0,-190.0,nan
Net Income(Minor.),7.0,9.0,3.0,nan,-1.0,-0.0,6.0,nan
Total Assets,4318.0,5204.0,4940.0,nan,5559.0,5188.0,4940.0,nan
Total Liabilities,1162.0,2000.0,2239.0,nan,2461.0,2293.0,2239.0,nan
Total Equity,3156.0,3204.0,2701.0,nan,3098.0,2895.0,2701.0,nan
Net Income(Contr.),3092.0,3133.0,2629.0,nan,3032.0,2829.0,2629.0,nan
Net Income(Minor.),63.0,71.0,72.0,nan,67.0,66.0,72.0,nan
Capital Stock,2800.0,2300.0,2100.0,nan,2100.0,2100.0,2100.0,nan
Total Debt/Equity,36.84,62.44,82.91,nan,79.42,79.19,82.91,nan
Reserve Ratio,11.14,39.19,28.16,nan,47.36,37.69,28.16,nan
Oper.Income Margin,-1.69,-0.92,-3.27,nan,-5.96,-0.07,-0.76,nan
Net Income Margin,-12.0,12.8,-9.02,nan,-10.36,-22.33,-20.31,nan
ROA,-8.06,9.3,-6.54,nan,-7.01,-15.11,-14.57,nan
ROE,-11.32,13.95,-11.63,nan,-12.54,-27.69,-27.9,nan
EPS(KRW),-654.0,805.0,-764.0,nan,-226.0,-507.0,-476.0,nan
BPS(KRW),5763.0,7276.0,6728.0,nan,7736.0,7229.0,6728.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,0.86,nan,nan,nan,nan,nan,nan
PBR,0.1,0.09,0.05,nan,0.07,0.07,0.05,nan
Issued Shares,54000.0,44000.0,40000.0,nan,40000.0,40000.0,40000.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
