계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,7646.0,9370.0,8703.0,nan,1891.0,2339.0,2188.0,nan
Operating Income,649.0,-647.0,-2148.0,nan,-838.0,-659.0,-60.0,nan
Oper.Income(Rep.),649.0,-647.0,-2148.0,nan,-838.0,-659.0,-60.0,nan
Net Income,423.0,-622.0,-2151.0,nan,-791.0,-497.0,-1045.0,nan
Net Income(Contr.),474.0,-643.0,-1936.0,nan,-712.0,-451.0,-980.0,nan
Net Income(Minor.),-51.0,21.0,-214.0,nan,-79.0,-45.0,-65.0,nan
Total Assets,63021.0,67144.0,51042.0,nan,61558.0,64826.0,51042.0,nan
Total Liabilities,54529.0,59165.0,45340.0,nan,54254.0,58082.0,45340.0,nan
Total Equity,8491.0,7979.0,5703.0,nan,7304.0,6744.0,5703.0,nan
Net Income(Contr.),7478.0,6894.0,4921.0,nan,6387.0,5900.0,4921.0,nan
Net Income(Minor.),1013.0,1085.0,782.0,nan,916.0,844.0,782.0,nan
Capital Stock,572.0,572.0,572.0,nan,572.0,572.0,572.0,nan
Total Debt/Equity,642.17,741.53,795.06,nan,742.84,861.18,795.06,nan
Reserve Ratio,1220.16,1118.01,773.02,nan,1029.45,944.29,773.02,nan
Oper.Income Margin,8.48,-6.91,-24.69,nan,-44.33,-28.16,-2.74,nan
Net Income Margin,6.19,-6.86,-22.25,nan,-37.67,-19.3,-44.78,nan
ROA,0.7,-0.96,-3.64,nan,-4.95,-3.14,-7.21,nan
ROE,6.55,-8.94,-32.78,nan,-42.07,-29.38,-72.42,nan
EPS(KRW),845.0,-1113.0,-3354.0,nan,-1233.0,-782.0,-1697.0,nan
BPS(KRW),13078.0,12066.0,8648.0,nan,11189.0,10345.0,8648.0,nan
DPS(KRW),100.0,nan,nan,nan,nan,nan,nan,nan
PER,7.25,nan,nan,nan,nan,nan,nan,nan
PBR,0.47,0.31,0.17,nan,0.28,0.18,0.17,nan
Issued Shares,55328.0,55328.0,55328.0,nan,55328.0,55328.0,55328.0,nan
Div Yield,1.63,nan,nan,nan,nan,nan,nan,nan
