계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4804.0,3337.0,2584.0,nan,618.0,884.0,505.0,nan
Operating Income,206.0,94.0,99.0,nan,19.0,63.0,8.0,nan
Oper.Income(Rep.),206.0,94.0,99.0,nan,19.0,63.0,8.0,nan
Net Income,139.0,71.0,95.0,nan,24.0,54.0,11.0,nan
Net Income(Contr.),139.0,71.0,95.0,nan,24.0,54.0,11.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2708.0,2118.0,2187.0,nan,2234.0,2376.0,2187.0,nan
Total Liabilities,1728.0,1052.0,876.0,nan,1062.0,1208.0,876.0,nan
Total Equity,979.0,1066.0,1311.0,nan,1172.0,1168.0,1311.0,nan
Net Income(Contr.),979.0,1066.0,1311.0,nan,1172.0,1168.0,1311.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,437.0,445.0,507.0,nan,478.0,455.0,507.0,nan
Total Debt/Equity,176.44,98.71,66.87,nan,90.66,103.38,66.87,nan
Reserve Ratio,124.01,139.55,158.44,nan,145.25,156.62,158.44,nan
Oper.Income Margin,4.3,2.81,3.83,nan,3.01,7.12,1.57,nan
Net Income Margin,2.89,2.12,3.67,nan,3.88,6.05,2.21,nan
ROA,5.12,2.93,4.4,nan,4.37,9.29,1.96,nan
ROE,15.76,6.91,7.97,nan,8.38,18.3,3.6,nan
EPS(KRW),180.0,92.0,123.0,nan,31.0,69.0,14.0,nan
BPS(KRW),1270.0,1381.0,1699.0,nan,1519.0,1514.0,1699.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,9.27,23.82,10.74,nan,nan,nan,nan,nan
PBR,1.32,1.58,0.78,nan,1.11,0.85,0.78,nan
Issued Shares,77125.0,77125.0,77125.0,nan,77125.0,77125.0,77125.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
