계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,15854.0,16341.0,16984.0,nan,4363.0,4253.0,4405.0,nan
Operating Income,432.0,782.0,887.0,nan,235.0,259.0,142.0,nan
Oper.Income(Rep.),432.0,782.0,887.0,nan,235.0,259.0,142.0,nan
Net Income,157.0,332.0,599.0,nan,172.0,4.0,132.0,nan
Net Income(Contr.),28.0,35.0,267.0,nan,84.0,-4.0,-9.0,nan
Net Income(Minor.),129.0,297.0,333.0,nan,88.0,8.0,141.0,nan
Total Assets,11772.0,11545.0,12885.0,nan,12760.0,12199.0,12885.0,nan
Total Liabilities,9266.0,8840.0,9265.0,nan,9576.0,9050.0,9265.0,nan
Total Equity,2506.0,2705.0,3620.0,nan,3183.0,3149.0,3620.0,nan
Net Income(Contr.),1666.0,1606.0,2121.0,nan,1912.0,1870.0,2121.0,nan
Net Income(Minor.),840.0,1099.0,1499.0,nan,1272.0,1279.0,1499.0,nan
Capital Stock,250.0,250.0,250.0,nan,250.0,250.0,250.0,nan
Total Debt/Equity,369.76,326.8,255.95,nan,300.82,287.37,255.95,nan
Reserve Ratio,572.27,548.42,753.96,nan,670.54,653.77,753.96,nan
Oper.Income Margin,2.72,4.79,5.22,nan,5.38,6.09,3.22,nan
Net Income Margin,0.18,0.21,1.57,nan,1.92,-0.09,-0.19,nan
ROA,1.33,2.85,4.91,nan,5.52,0.12,4.22,nan
ROE,1.68,2.12,14.32,nan,17.96,-0.8,-1.72,nan
EPS(KRW),56.0,69.0,533.0,nan,168.0,-8.0,-17.0,nan
BPS(KRW),3361.0,3242.0,4270.0,nan,3853.0,3769.0,4270.0,nan
DPS(KRW),50.0,50.0,75.0,nan,nan,nan,75.0,nan
PER,25.09,29.3,2.83,nan,nan,nan,nan,nan
PBR,0.42,0.63,0.35,nan,0.54,0.51,0.35,nan
Issued Shares,50051.0,50051.0,50051.0,nan,50051.0,50051.0,50051.0,nan
Div Yield,3.57,2.46,4.96,nan,nan,nan,4.96,nan
