계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1346.0,1494.0,1287.0,nan,342.0,299.0,293.0,nan
Operating Income,112.0,158.0,88.0,nan,30.0,18.0,8.0,nan
Oper.Income(Rep.),112.0,158.0,88.0,nan,30.0,18.0,8.0,nan
Net Income,86.0,132.0,106.0,nan,28.0,15.0,28.0,nan
Net Income(Contr.),86.0,132.0,106.0,nan,28.0,15.0,28.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1176.0,1223.0,1263.0,nan,1265.0,1244.0,1263.0,nan
Total Liabilities,256.0,230.0,171.0,nan,227.0,194.0,171.0,nan
Total Equity,921.0,993.0,1092.0,nan,1038.0,1050.0,1092.0,nan
Net Income(Contr.),921.0,993.0,1092.0,nan,1038.0,1050.0,1092.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,62.0,62.0,62.0,nan,62.0,62.0,62.0,nan
Total Debt/Equity,27.77,23.12,15.68,nan,21.85,18.49,15.68,nan
Reserve Ratio,1442.1,1608.38,1766.13,nan,1681.33,1700.34,1766.13,nan
Oper.Income Margin,8.33,10.58,6.83,nan,8.84,5.87,2.59,nan
Net Income Margin,6.35,8.82,8.2,nan,8.27,4.98,9.5,nan
ROA,7.25,10.99,8.49,nan,8.96,4.75,8.89,nan
ROE,9.61,13.77,10.12,nan,11.06,5.71,10.41,nan
EPS(KRW),694.0,1070.0,856.0,nan,229.0,121.0,226.0,nan
BPS(KRW),7711.0,8542.0,9331.0,nan,8907.0,9002.0,9331.0,nan
DPS(KRW),220.0,240.0,220.0,nan,nan,nan,220.0,nan
PER,8.07,5.54,6.21,nan,nan,nan,nan,nan
PBR,0.73,0.69,0.57,nan,0.62,0.54,0.57,nan
Issued Shares,12323.0,12323.0,12323.0,nan,12323.0,12323.0,12323.0,nan
Div Yield,3.93,4.05,4.14,nan,nan,nan,4.14,nan
