계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,804.0,617.0,562.0,nan,145.0,108.0,157.0,nan
Operating Income,216.0,51.0,65.0,nan,37.0,-14.0,37.0,nan
Oper.Income(Rep.),216.0,51.0,65.0,nan,37.0,-14.0,37.0,nan
Net Income,136.0,-140.0,-238.0,nan,45.0,-29.0,-255.0,nan
Net Income(Contr.),149.0,-138.0,-199.0,nan,40.0,-13.0,-239.0,nan
Net Income(Minor.),-12.0,-2.0,-39.0,nan,4.0,-16.0,-16.0,nan
Total Assets,3015.0,3381.0,3179.0,nan,3399.0,3388.0,3179.0,nan
Total Liabilities,713.0,1024.0,999.0,nan,968.0,982.0,999.0,nan
Total Equity,2301.0,2356.0,2180.0,nan,2431.0,2407.0,2180.0,nan
Net Income(Contr.),2119.0,1927.0,1842.0,nan,2066.0,2054.0,1842.0,nan
Net Income(Minor.),183.0,430.0,337.0,nan,365.0,352.0,337.0,nan
Capital Stock,47.0,47.0,47.0,nan,47.0,47.0,47.0,nan
Total Debt/Equity,31.0,43.47,45.83,nan,39.8,40.78,45.83,nan
Reserve Ratio,4447.39,4005.55,3825.87,nan,4301.93,4277.72,3825.87,nan
Oper.Income Margin,26.91,8.33,11.54,nan,25.39,-12.88,23.88,nan
Net Income Margin,18.5,-22.41,-35.43,nan,27.84,-12.3,-152.24,nan
ROA,4.62,-4.38,-7.25,nan,5.28,-3.45,-31.08,nan
ROE,7.3,-6.84,-10.56,nan,7.94,-2.57,-49.03,nan
EPS(KRW),1586.0,-1473.0,-2120.0,nan,429.0,-141.0,-2544.0,nan
BPS(KRW),22737.0,20528.0,19629.0,nan,22010.0,21889.0,19629.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,13.87,nan,nan,nan,nan,nan,nan,nan
PBR,0.97,1.13,0.4,nan,0.97,0.58,0.4,nan
Issued Shares,9386.0,9386.0,9386.0,nan,9386.0,9386.0,9386.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
