계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1595.0,1766.0,2013.0,nan,546.0,555.0,486.0,nan
Operating Income,117.0,220.0,240.0,nan,74.0,84.0,31.0,nan
Oper.Income(Rep.),117.0,220.0,240.0,nan,74.0,84.0,31.0,nan
Net Income,97.0,167.0,221.0,nan,79.0,46.0,31.0,nan
Net Income(Contr.),97.0,167.0,221.0,nan,79.0,46.0,31.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1936.0,2074.0,3011.0,nan,2362.0,2617.0,3011.0,nan
Total Liabilities,1188.0,1005.0,1715.0,nan,1149.0,1361.0,1715.0,nan
Total Equity,748.0,1068.0,1295.0,nan,1214.0,1256.0,1295.0,nan
Net Income(Contr.),748.0,1068.0,1295.0,nan,1214.0,1256.0,1295.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,168.0,201.0,201.0,nan,201.0,201.0,201.0,nan
Total Debt/Equity,158.74,94.13,132.42,nan,94.62,108.38,132.42,nan
Reserve Ratio,475.9,539.26,652.26,nan,611.69,632.68,652.26,nan
Oper.Income Margin,7.37,12.48,11.9,nan,13.47,15.2,6.33,nan
Net Income Margin,6.07,9.44,11.0,nan,14.42,8.26,6.42,nan
ROA,5.04,8.32,8.71,nan,13.78,7.37,4.43,nan
ROE,14.53,18.37,18.73,nan,26.81,14.85,9.77,nan
EPS(KRW),289.0,414.0,550.0,nan,196.0,114.0,77.0,nan
BPS(KRW),2880.0,3196.0,3761.0,nan,3558.0,3663.0,3761.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,6.03,10.13,6.27,nan,nan,nan,nan,nan
PBR,0.6,1.31,0.92,nan,0.98,0.89,0.92,nan
Issued Shares,33560.0,40243.0,40243.0,nan,40243.0,40243.0,40243.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
