계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1376.0,161.0,292.0,nan,41.0,92.0,102.0,nan
Operating Income,-95.0,-73.0,-47.0,nan,-26.0,-5.0,4.0,nan
Oper.Income(Rep.),-95.0,-73.0,-47.0,nan,-26.0,-5.0,4.0,nan
Net Income,-58.0,-78.0,-3.0,nan,-6.0,-26.0,34.0,nan
Net Income(Contr.),-58.0,-78.0,-3.0,nan,-6.0,-26.0,34.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2329.0,2056.0,1897.0,nan,1888.0,1856.0,1897.0,nan
Total Liabilities,342.0,214.0,99.0,nan,93.0,88.0,99.0,nan
Total Equity,1987.0,1842.0,1798.0,nan,1795.0,1768.0,1798.0,nan
Net Income(Contr.),1987.0,1842.0,1798.0,nan,1795.0,1768.0,1798.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,61.0,61.0,61.0,nan,61.0,61.0,61.0,nan
Total Debt/Equity,17.2,11.64,5.5,nan,5.2,4.96,5.5,nan
Reserve Ratio,3160.47,2971.34,2899.22,nan,2893.85,2851.0,2899.22,nan
Oper.Income Margin,-6.91,-45.33,-16.02,nan,-63.19,-5.32,3.48,nan
Net Income Margin,-4.2,-48.67,-0.91,nan,-14.6,-28.72,33.24,nan
ROA,-2.38,-3.58,-0.14,nan,-1.24,-5.66,7.21,nan
ROE,-2.84,-4.1,-0.15,nan,-1.32,-5.95,7.58,nan
EPS(KRW),-475.0,-644.0,-22.0,nan,-49.0,-217.0,277.0,nan
BPS(KRW),16302.0,15357.0,14996.0,nan,14969.0,14755.0,14996.0,nan
DPS(KRW),300.0,300.0,330.0,nan,nan,nan,330.0,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.31,0.47,0.33,nan,0.45,0.39,0.33,nan
Issued Shares,12189.0,12189.0,12189.0,nan,12189.0,12189.0,12189.0,nan
Div Yield,5.94,4.17,6.73,nan,nan,nan,6.73,nan
