계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1047.0,896.0,754.0,nan,198.0,171.0,196.0,nan
Operating Income,92.0,25.0,10.0,nan,2.0,2.0,-2.0,nan
Oper.Income(Rep.),92.0,25.0,10.0,nan,2.0,2.0,-2.0,nan
Net Income,106.0,-23.0,31.0,nan,7.0,2.0,17.0,nan
Net Income(Contr.),102.0,-1.0,29.0,nan,8.0,5.0,10.0,nan
Net Income(Minor.),4.0,-22.0,2.0,nan,-2.0,-3.0,7.0,nan
Total Assets,1355.0,1141.0,1015.0,nan,1028.0,978.0,1015.0,nan
Total Liabilities,467.0,289.0,147.0,nan,172.0,129.0,147.0,nan
Total Equity,888.0,852.0,869.0,nan,856.0,849.0,869.0,nan
Net Income(Contr.),844.0,831.0,839.0,nan,836.0,841.0,839.0,nan
Net Income(Minor.),44.0,22.0,30.0,nan,20.0,8.0,30.0,nan
Capital Stock,43.0,44.0,45.0,nan,45.0,45.0,45.0,nan
Total Debt/Equity,52.6,33.86,16.87,nan,20.1,15.21,16.87,nan
Reserve Ratio,1962.52,1887.57,1886.11,nan,1856.67,1889.26,1886.11,nan
Oper.Income Margin,8.78,2.78,1.26,nan,1.0,0.89,-1.0,nan
Net Income Margin,9.7,-0.13,3.86,nan,4.16,2.87,5.27,nan
ROA,7.79,-1.86,2.91,nan,2.55,0.96,6.78,nan
ROE,12.76,-0.14,3.49,nan,3.96,2.35,4.92,nan
EPS(KRW),1116.0,-13.0,320.0,nan,91.0,54.0,114.0,nan
BPS(KRW),9633.0,9501.0,9712.0,nan,9568.0,9728.0,9712.0,nan
DPS(KRW),122.0,95.0,98.0,nan,nan,nan,98.0,nan
PER,9.99,nan,22.21,nan,nan,nan,nan,nan
PBR,1.16,0.95,0.73,nan,0.86,0.77,0.73,nan
Issued Shares,9101.0,9101.0,9101.0,nan,9101.0,9101.0,9101.0,nan
Div Yield,1.09,1.06,1.38,nan,nan,nan,1.38,nan
