계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4101.0,3848.0,3524.0,4358.0,808.0,742.0,1113.0,889.0
Operating Income,249.0,336.0,360.0,483.0,80.0,6.0,231.0,72.0
Oper.Income(Rep.),249.0,336.0,360.0,nan,80.0,6.0,231.0,nan
Net Income,134.0,227.0,220.0,328.0,17.0,-11.0,188.0,41.0
Net Income(Contr.),116.0,171.0,114.0,301.0,-35.0,-26.0,149.0,42.0
Net Income(Minor.),17.0,56.0,107.0,nan,53.0,15.0,39.0,nan
Total Assets,5518.0,5440.0,6209.0,6653.0,5598.0,5911.0,6209.0,nan
Total Liabilities,3425.0,3123.0,3715.0,3975.0,3251.0,3582.0,3715.0,nan
Total Equity,2093.0,2317.0,2494.0,2678.0,2347.0,2329.0,2494.0,nan
Net Income(Contr.),1643.0,1807.0,1878.0,2110.0,1777.0,1747.0,1878.0,nan
Net Income(Minor.),450.0,509.0,616.0,568.0,570.0,582.0,616.0,nan
Capital Stock,312.0,312.0,312.0,311.0,312.0,312.0,312.0,nan
Total Debt/Equity,163.61,134.81,148.96,148.43,138.51,153.78,148.96,nan
Reserve Ratio,450.9,503.53,501.38,nan,468.99,459.54,501.38,nan
Oper.Income Margin,6.08,8.72,10.21,11.09,9.84,0.86,20.78,8.1
Net Income Margin,2.83,4.45,3.22,6.9,-4.37,-3.54,13.41,4.72
ROA,2.38,4.15,3.78,5.1,1.21,-0.78,12.41,2.64
ROE,7.09,9.92,6.16,15.07,-7.87,-5.96,32.95,8.95
EPS(KRW),204.0,301.0,200.0,529.0,-62.0,-46.0,263.0,74.0
BPS(KRW),3026.0,3315.0,3303.0,3712.0,3125.0,3073.0,3303.0,nan
DPS(KRW),150.0,200.0,200.0,200.0,nan,nan,200.0,nan
PER,25.21,15.79,42.27,15.68,nan,nan,nan,nan
PBR,1.7,1.43,2.56,2.23,3.21,2.39,2.56,nan
Issued Shares,56849.0,56849.0,56849.0,nan,56849.0,56849.0,56849.0,nan
Div Yield,2.91,4.21,2.37,nan,nan,nan,2.37,nan
