계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,47,169.0,294.0,nan,nan,nan,nan,nan
Operating Income,-142,-95.0,-49.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-142,-95.0,-49.0,nan,nan,nan,0.0,nan
Net Income,-160,-150.0,-55.0,nan,nan,nan,nan,nan
Net Income(Contr.),-160,-150.0,-55.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,471,540.0,670.0,nan,nan,nan,670.0,nan
Total Liabilities,574,372.0,334.0,nan,nan,nan,334.0,nan
Total Equity,-103,168.0,336.0,nan,nan,nan,336.0,nan
Net Income(Contr.),-103,168.0,336.0,nan,nan,nan,336.0,nan
Net Income(Minor.),0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,41,54.0,63.0,nan,nan,nan,63.0,nan
Total Debt/Equity,Completely Impaired capital,220.89,99.33,nan,nan,nan,99.33,nan
Reserve Ratio,nan,209.35,437.15,nan,nan,nan,437.15,nan
Oper.Income Margin,-299.56,-56.37,-16.53,nan,nan,nan,nan,nan
Net Income Margin,-337.55,-88.93,-18.83,nan,nan,nan,nan,nan
ROA,-37.37,-29.7,-9.14,nan,nan,nan,nan,nan
ROE,Completely Impaired capital,-459.71,-21.94,nan,nan,nan,nan,nan
EPS(KRW),-1874,-1474.0,-493.0,nan,nan,nan,0.0,nan
BPS(KRW),-1187,1547.0,2686.0,nan,nan,nan,2686.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,nan,nan,2.63,nan,nan,nan,2.63,nan
Issued Shares,8219,10885.0,12520.0,nan,nan,nan,12520.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
