계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,3406.0,2624.0,2237.0,nan,nan,nan,nan,nan
Operating Income,191.0,97.0,36.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),191.0,97.0,36.0,nan,nan,nan,0.0,nan
Net Income,160.0,104.0,55.0,nan,nan,nan,nan,nan
Net Income(Contr.),160.0,104.0,55.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2243.0,2214.0,2169.0,nan,nan,nan,2169.0,nan
Total Liabilities,349.0,269.0,217.0,nan,nan,nan,217.0,nan
Total Equity,1894.0,1945.0,1952.0,nan,nan,nan,1952.0,nan
Net Income(Contr.),1894.0,1945.0,1952.0,nan,nan,nan,1952.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,86.0,86.0,86.0,nan,nan,nan,86.0,nan
Total Debt/Equity,18.43,13.8,11.1,nan,nan,nan,11.1,nan
Reserve Ratio,2124.67,2184.54,2192.52,nan,nan,nan,2192.52,nan
Oper.Income Margin,5.62,3.71,1.59,nan,nan,nan,nan,nan
Net Income Margin,4.7,3.97,2.46,nan,nan,nan,nan,nan
ROA,7.34,4.67,2.51,nan,nan,nan,nan,nan
ROE,8.76,5.43,2.83,nan,nan,nan,nan,nan
EPS(KRW),1020.0,663.0,351.0,nan,nan,nan,0.0,nan
BPS(KRW),12115.0,12441.0,12485.0,nan,nan,nan,12485.0,nan
DPS(KRW),300.0,300.0,300.0,nan,nan,nan,300.0,nan
PER,4.78,7.69,12.76,nan,nan,nan,nan,nan
PBR,0.4,0.41,0.36,nan,nan,nan,0.36,nan
Issued Shares,15703.0,15703.0,15703.0,nan,nan,nan,15703.0,nan
Div Yield,6.16,5.88,6.7,nan,nan,nan,6.7,nan
