계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,767.0,915.0,1109.0,nan,256.0,239.0,360.0,nan
Operating Income,9.0,-11.0,-48.0,nan,-20.0,-13.0,-14.0,nan
Oper.Income(Rep.),9.0,-11.0,-48.0,nan,-20.0,-13.0,-14.0,nan
Net Income,107.0,592.0,-22.0,nan,-41.0,-27.0,24.0,nan
Net Income(Contr.),107.0,594.0,-9.0,nan,-37.0,-20.0,30.0,nan
Net Income(Minor.),-0.0,-3.0,-14.0,nan,-4.0,-7.0,-6.0,nan
Total Assets,1857.0,2477.0,2271.0,nan,2318.0,2264.0,2271.0,nan
Total Liabilities,575.0,630.0,441.0,nan,487.0,463.0,441.0,nan
Total Equity,1282.0,1847.0,1831.0,nan,1832.0,1801.0,1831.0,nan
Net Income(Contr.),1149.0,1737.0,1734.0,nan,1723.0,1699.0,1734.0,nan
Net Income(Minor.),133.0,110.0,96.0,nan,109.0,102.0,96.0,nan
Capital Stock,400.0,400.0,400.0,nan,400.0,400.0,400.0,nan
Total Debt/Equity,44.85,34.08,24.08,nan,26.57,25.7,24.08,nan
Reserve Ratio,203.74,350.79,350.56,nan,347.2,341.32,350.56,nan
Oper.Income Margin,1.13,-1.21,-4.35,nan,-7.94,-5.61,-4.0,nan
Net Income Margin,13.97,64.93,-0.79,nan,-14.48,-8.47,8.28,nan
ROA,6.75,27.3,-0.95,nan,-6.92,-4.72,4.25,nan
ROE,9.85,41.19,-0.5,nan,-8.51,-4.73,6.94,nan
EPS(KRW),134.0,743.0,-11.0,nan,-46.0,-25.0,37.0,nan
BPS(KRW),1519.0,2254.0,2253.0,nan,2236.0,2207.0,2253.0,nan
DPS(KRW),nan,nan,10.0,nan,nan,nan,10.0,nan
PER,6.5,1.35,nan,nan,nan,nan,nan,nan
PBR,0.57,0.45,0.38,nan,0.42,0.36,0.38,nan
Issued Shares,79983.0,79983.0,79983.0,nan,79983.0,79983.0,79983.0,nan
Div Yield,nan,nan,1.16,nan,nan,nan,1.16,nan
