계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1082.0,1067.0,1051.0,nan,254.0,276.0,288.0,nan
Operating Income,23.0,-19.0,-33.0,nan,-7.0,0.0,-10.0,nan
Oper.Income(Rep.),23.0,-19.0,-33.0,nan,-7.0,0.0,-10.0,nan
Net Income,-5.0,-30.0,-66.0,nan,-12.0,0.0,-42.0,nan
Net Income(Contr.),-5.0,-30.0,-66.0,nan,-12.0,0.0,-42.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,833.0,752.0,692.0,nan,726.0,753.0,692.0,nan
Total Liabilities,461.0,432.0,439.0,nan,431.0,458.0,439.0,nan
Total Equity,372.0,319.0,253.0,nan,295.0,295.0,253.0,nan
Net Income(Contr.),372.0,319.0,253.0,nan,295.0,295.0,253.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,17.0,17.0,17.0,nan,17.0,17.0,17.0,nan
Total Debt/Equity,124.07,135.43,173.31,nan,145.83,154.94,173.31,nan
Reserve Ratio,2296.8,2120.44,1732.09,nan,1979.42,1979.08,1732.09,nan
Oper.Income Margin,2.11,-1.81,-3.18,nan,-2.94,0.09,-3.49,nan
Net Income Margin,-0.43,-2.79,-6.28,nan,-4.65,0.0,-14.58,nan
ROA,-0.57,-3.75,-9.15,nan,-6.54,0.0,-23.27,nan
ROE,-1.2,-8.61,-23.07,nan,-15.69,0.0,-61.31,nan
EPS(KRW),-28.0,-175.0,-389.0,nan,-70.0,-0.0,-248.0,nan
BPS(KRW),2397.0,2220.0,1832.0,nan,2079.0,2079.0,1832.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,2.28,3.46,1.69,nan,2.34,1.82,1.69,nan
Issued Shares,16975.0,16975.0,16975.0,nan,16975.0,16975.0,16975.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
