계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,3559.0,3932.0,4078.0,4391.0,1117.0,947.0,1187.0,886.0
Operating Income,1257.0,1383.0,985.0,1136.0,277.0,244.0,272.0,207.0
Oper.Income(Rep.),1257.0,1383.0,985.0,nan,277.0,244.0,272.0,nan
Net Income,861.0,965.0,724.0,839.0,205.0,148.0,207.0,153.0
Net Income(Contr.),861.0,965.0,727.0,841.0,206.0,146.0,207.0,147.0
Net Income(Minor.),1.0,0.0,-3.0,nan,-2.0,1.0,-1.0,nan
Total Assets,6746.0,7738.0,8944.0,9486.0,8224.0,8579.0,8944.0,nan
Total Liabilities,3014.0,3099.0,3409.0,3316.0,3196.0,3408.0,3409.0,nan
Total Equity,3732.0,4639.0,5535.0,6171.0,5029.0,5171.0,5535.0,nan
Net Income(Contr.),3739.0,4646.0,5547.0,6218.0,5040.0,5181.0,5547.0,nan
Net Income(Minor.),-7.0,-7.0,-12.0,-47.0,-12.0,-10.0,-12.0,nan
Capital Stock,62.0,62.0,62.0,61.0,62.0,62.0,62.0,nan
Total Debt/Equity,80.77,66.81,61.59,53.73,63.55,65.9,61.59,nan
Reserve Ratio,6253.52,7720.46,9176.76,nan,8357.96,8586.17,9176.76,nan
Oper.Income Margin,35.32,35.17,24.15,25.88,24.81,25.74,22.91,23.4
Net Income Margin,24.18,24.55,17.83,19.14,18.48,15.47,17.45,16.6
ROA,13.84,13.33,8.68,9.1,10.1,7.03,9.43,6.84
ROE,25.86,23.02,14.27,14.29,16.75,11.46,15.45,10.6
EPS(KRW),7776.0,8720.0,6569.0,7593.0,1864.0,1323.0,1872.0,1328.0
BPS(KRW),35499.0,43695.0,51831.0,57895.0,47257.0,48532.0,51831.0,nan
DPS(KRW),300.0,400.0,600.0,492.0,nan,nan,600.0,nan
PER,12.86,15.02,9.47,9.94,nan,nan,nan,nan
PBR,2.82,3.0,1.2,1.3,2.5,1.68,1.2,nan
Issued Shares,11069.0,11069.0,11069.0,nan,11069.0,11069.0,11069.0,nan
Div Yield,0.3,0.31,0.96,nan,nan,nan,0.96,nan
