계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1096.0,1099.0,1102.0,nan,nan,nan,nan,nan
Operating Income,219.0,103.0,150.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),219.0,103.0,150.0,nan,nan,nan,0.0,nan
Net Income,178.0,110.0,147.0,nan,nan,nan,nan,nan
Net Income(Contr.),178.0,110.0,147.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1231.0,1193.0,1362.0,nan,nan,nan,1362.0,nan
Total Liabilities,249.0,129.0,177.0,nan,nan,nan,177.0,nan
Total Equity,982.0,1064.0,1185.0,nan,nan,nan,1185.0,nan
Net Income(Contr.),982.0,1064.0,1185.0,nan,nan,nan,1185.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,56.0,56.0,56.0,nan,nan,nan,56.0,nan
Total Debt/Equity,25.4,12.1,14.93,nan,nan,nan,14.93,nan
Reserve Ratio,1716.65,1862.9,2076.92,nan,nan,nan,2076.92,nan
Oper.Income Margin,19.96,9.34,13.63,nan,nan,nan,nan,nan
Net Income Margin,16.26,10.01,13.35,nan,nan,nan,nan,nan
ROA,16.16,9.07,11.52,nan,nan,nan,nan,nan
ROE,19.71,10.75,13.08,nan,nan,nan,nan,nan
EPS(KRW),1581.0,976.0,1306.0,nan,nan,nan,0.0,nan
BPS(KRW),9083.0,9814.0,10885.0,nan,nan,nan,10885.0,nan
DPS(KRW),250.0,250.0,250.0,nan,nan,nan,250.0,nan
PER,5.62,7.45,5.06,nan,nan,nan,nan,nan
PBR,0.98,0.74,0.61,nan,nan,nan,0.61,nan
Issued Shares,11270.0,11270.0,11270.0,nan,nan,nan,11270.0,nan
Div Yield,2.81,3.44,3.78,nan,nan,nan,3.78,nan
