계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,7098.0,8926.0,9953.0,nan,2012.0,2284.0,3935.0,nan
Operating Income,159.0,155.0,210.0,nan,25.0,36.0,162.0,nan
Oper.Income(Rep.),159.0,155.0,210.0,nan,25.0,36.0,162.0,nan
Net Income,335.0,33.0,246.0,nan,74.0,60.0,106.0,nan
Net Income(Contr.),243.0,40.0,187.0,nan,72.0,45.0,47.0,nan
Net Income(Minor.),92.0,-6.0,60.0,nan,2.0,15.0,59.0,nan
Total Assets,5584.0,5254.0,6183.0,nan,4710.0,5482.0,6183.0,nan
Total Liabilities,3585.0,3184.0,3847.0,nan,2543.0,3254.0,3847.0,nan
Total Equity,1999.0,2070.0,2336.0,nan,2167.0,2228.0,2336.0,nan
Net Income(Contr.),1524.0,1573.0,1790.0,nan,1684.0,1729.0,1790.0,nan
Net Income(Minor.),475.0,496.0,546.0,nan,483.0,499.0,546.0,nan
Capital Stock,605.0,605.0,605.0,nan,605.0,605.0,605.0,nan
Total Debt/Equity,179.37,153.84,164.69,nan,117.37,146.03,164.69,nan
Reserve Ratio,151.74,159.95,195.78,nan,178.19,185.72,195.78,nan
Oper.Income Margin,2.24,1.74,2.11,nan,1.26,1.56,4.12,nan
Net Income Margin,3.43,0.44,1.88,nan,3.58,1.97,1.2,nan
ROA,7.39,0.61,4.31,nan,6.44,4.71,7.3,nan
ROE,16.63,2.55,11.1,nan,17.55,10.53,10.69,nan
EPS(KRW),201.0,33.0,154.0,nan,59.0,37.0,39.0,nan
BPS(KRW),1259.0,1300.0,1479.0,nan,1391.0,1429.0,1479.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,3.02,23.39,3.46,nan,nan,nan,nan,nan
PBR,0.48,0.59,0.36,nan,0.46,0.4,0.36,nan
Issued Shares,121051.0,121051.0,121051.0,nan,121051.0,121051.0,121051.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
