계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1951.0,2788.0,2604.0,nan,677.0,657.0,663.0,nan
Operating Income,-159.0,67.0,-181.0,nan,-2.0,-4.0,-161.0,nan
Oper.Income(Rep.),-159.0,67.0,-181.0,nan,-2.0,-4.0,-161.0,nan
Net Income,-159.0,26.0,-219.0,nan,-2.0,-14.0,-165.0,nan
Net Income(Contr.),-159.0,26.0,-213.0,nan,-2.0,-13.0,-161.0,nan
Net Income(Minor.),nan,nan,-6.0,nan,-0.0,-1.0,-4.0,nan
Total Assets,1955.0,2555.0,2765.0,nan,2552.0,2687.0,2765.0,nan
Total Liabilities,1163.0,1683.0,1811.0,nan,1726.0,1680.0,1811.0,nan
Total Equity,791.0,873.0,955.0,nan,825.0,1007.0,955.0,nan
Net Income(Contr.),791.0,862.0,948.0,nan,816.0,999.0,948.0,nan
Net Income(Minor.),0.0,11.0,7.0,nan,10.0,8.0,7.0,nan
Capital Stock,226.0,226.0,299.0,nan,226.0,299.0,299.0,nan
Total Debt/Equity,146.99,192.74,189.62,nan,209.14,166.72,189.62,nan
Reserve Ratio,250.58,281.63,217.34,nan,261.35,234.39,217.34,nan
Oper.Income Margin,-8.15,2.39,-6.95,nan,-0.28,-0.61,-24.2,nan
Net Income Margin,-8.14,0.94,-8.17,nan,-0.3,-2.01,-24.27,nan
ROA,-8.14,1.16,-8.24,nan,-0.33,-2.18,-24.22,nan
ROE,-17.86,3.15,-23.52,nan,-1.0,-5.81,-66.17,nan
EPS(KRW),-352.0,58.0,-435.0,nan,-5.0,-29.0,-270.0,nan
BPS(KRW),1753.0,1908.0,1587.0,nan,1807.0,1672.0,1587.0,nan
DPS(KRW),20.0,20.0,20.0,nan,5.0,nan,15.0,nan
PER,nan,28.92,nan,nan,nan,nan,nan,nan
PBR,1.22,0.88,0.79,nan,0.79,0.79,0.79,nan
Issued Shares,45152.0,45152.0,59751.0,nan,45152.0,59751.0,59751.0,nan
Div Yield,0.94,1.2,1.59,nan,0.35,nan,1.19,nan
