계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4026.0,3454.0,3742.0,nan,998.0,927.0,918.0,nan
Operating Income,281.0,-22.0,242.0,nan,76.0,53.0,62.0,nan
Oper.Income(Rep.),281.0,-22.0,242.0,nan,76.0,53.0,62.0,nan
Net Income,172.0,-97.0,162.0,nan,72.0,3.0,51.0,nan
Net Income(Contr.),143.0,-107.0,153.0,nan,66.0,2.0,56.0,nan
Net Income(Minor.),29.0,10.0,9.0,nan,6.0,2.0,-4.0,nan
Total Assets,5483.0,5390.0,5450.0,nan,5594.0,5415.0,5450.0,nan
Total Liabilities,2821.0,2873.0,2795.0,nan,2984.0,2806.0,2795.0,nan
Total Equity,2662.0,2517.0,2654.0,nan,2610.0,2609.0,2654.0,nan
Net Income(Contr.),2421.0,2271.0,2401.0,nan,2353.0,2351.0,2401.0,nan
Net Income(Minor.),241.0,246.0,253.0,nan,256.0,258.0,253.0,nan
Capital Stock,208.0,208.0,208.0,nan,208.0,208.0,208.0,nan
Total Debt/Equity,105.99,114.13,105.32,nan,114.35,107.55,105.32,nan
Reserve Ratio,1064.94,993.03,1060.22,nan,1034.55,1034.07,1060.22,nan
Oper.Income Margin,6.97,-0.65,6.47,nan,7.6,5.71,6.77,nan
Net Income Margin,3.56,-3.11,4.1,nan,6.59,0.21,6.05,nan
ROA,3.06,-1.79,3.0,nan,5.23,0.25,3.79,nan
ROE,6.07,-4.58,6.56,nan,11.34,0.33,9.35,nan
EPS(KRW),345.0,-258.0,368.0,nan,158.0,5.0,133.0,nan
BPS(KRW),5825.0,5465.0,5801.0,nan,5673.0,5670.0,5801.0,nan
DPS(KRW),50.0,50.0,50.0,nan,nan,nan,50.0,nan
PER,11.87,nan,7.37,nan,nan,nan,nan,nan
PBR,0.7,0.7,0.47,nan,0.59,0.57,0.47,nan
Issued Shares,41616.0,41616.0,41616.0,nan,41616.0,41616.0,41616.0,nan
Div Yield,1.22,1.3,1.84,nan,nan,nan,1.84,nan
