계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1726.0,1688.0,1556.0,nan,nan,nan,nan,nan
Operating Income,46.0,44.0,49.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),46.0,44.0,49.0,nan,nan,nan,0.0,nan
Net Income,59.0,56.0,36.0,nan,nan,nan,nan,nan
Net Income(Contr.),59.0,56.0,36.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2047.0,2094.0,2384.0,nan,nan,nan,2384.0,nan
Total Liabilities,1160.0,1168.0,1440.0,nan,nan,nan,1440.0,nan
Total Equity,886.0,926.0,944.0,nan,nan,nan,944.0,nan
Net Income(Contr.),886.0,926.0,944.0,nan,nan,nan,944.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,153.0,153.0,153.0,nan,nan,nan,153.0,nan
Total Debt/Equity,130.95,126.11,152.54,nan,nan,nan,152.54,nan
Reserve Ratio,479.05,505.11,516.78,nan,nan,nan,516.78,nan
Oper.Income Margin,2.68,2.6,3.15,nan,nan,nan,nan,nan
Net Income Margin,3.42,3.31,2.29,nan,nan,nan,nan,nan
ROA,3.07,2.7,1.59,nan,nan,nan,nan,nan
ROE,6.87,6.17,3.81,nan,nan,nan,nan,nan
EPS(KRW),197.0,186.0,119.0,nan,nan,nan,0.0,nan
BPS(KRW),2955.0,3088.0,3148.0,nan,nan,nan,3148.0,nan
DPS(KRW),40.0,40.0,40.0,nan,nan,nan,20.0,nan
PER,19.38,17.87,27.52,nan,nan,nan,nan,nan
PBR,1.29,1.08,1.04,nan,nan,nan,1.04,nan
Issued Shares,29988.0,29988.0,29988.0,nan,nan,nan,29988.0,nan
Div Yield,1.05,1.2,1.22,nan,nan,nan,0.61,nan
