계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2690.0,2293.0,2545.0,nan,659.0,670.0,698.0,nan
Operating Income,104.0,53.0,92.0,nan,54.0,-3.0,29.0,nan
Oper.Income(Rep.),104.0,53.0,92.0,nan,54.0,-3.0,29.0,nan
Net Income,58.0,126.0,11.0,nan,32.0,7.0,-17.0,nan
Net Income(Contr.),58.0,133.0,28.0,nan,36.0,11.0,-10.0,nan
Net Income(Minor.),nan,-6.0,-18.0,nan,-4.0,-4.0,-7.0,nan
Total Assets,1131.0,1338.0,1308.0,nan,1424.0,1289.0,1308.0,nan
Total Liabilities,520.0,590.0,586.0,nan,689.0,549.0,586.0,nan
Total Equity,611.0,748.0,722.0,nan,735.0,740.0,722.0,nan
Net Income(Contr.),611.0,706.0,697.0,nan,700.0,709.0,697.0,nan
Net Income(Minor.),0.0,43.0,25.0,nan,36.0,32.0,25.0,nan
Capital Stock,124.0,124.0,124.0,nan,124.0,124.0,124.0,nan
Total Debt/Equity,85.23,78.84,81.27,nan,93.71,74.16,81.27,nan
Reserve Ratio,392.33,469.04,461.76,nan,464.04,471.34,461.76,nan
Oper.Income Margin,3.86,2.29,3.6,nan,8.21,-0.4,4.18,nan
Net Income Margin,2.15,5.79,1.11,nan,5.49,1.66,-1.43,nan
ROA,5.86,10.23,0.8,nan,9.37,2.14,-5.18,nan
ROE,9.66,20.16,4.03,nan,21.25,6.33,-5.69,nan
EPS(KRW),233.0,535.0,114.0,nan,146.0,45.0,-40.0,nan
BPS(KRW),2462.0,2845.0,2809.0,nan,2820.0,2857.0,2809.0,nan
DPS(KRW),135.0,150.0,150.0,nan,nan,nan,150.0,nan
PER,14.11,6.92,26.47,nan,nan,nan,nan,nan
PBR,1.34,1.3,1.07,nan,1.31,1.09,1.07,nan
Issued Shares,24803.0,24803.0,24803.0,nan,24803.0,24803.0,24803.0,nan
Div Yield,4.1,4.05,4.98,nan,nan,nan,4.98,nan
