계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,853.0,1487.0,2049.0,2420.0,490.0,501.0,484.0,578.0
Operating Income,95.0,240.0,336.0,422.0,70.0,91.0,58.0,99.0
Oper.Income(Rep.),95.0,240.0,336.0,nan,70.0,91.0,58.0,nan
Net Income,76.0,200.0,283.0,347.0,66.0,76.0,44.0,76.0
Net Income(Contr.),76.0,200.0,283.0,347.0,66.0,76.0,44.0,76.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,723.0,898.0,1223.0,1590.0,1312.0,1237.0,1223.0,nan
Total Liabilities,221.0,208.0,308.0,327.0,473.0,350.0,308.0,nan
Total Equity,502.0,690.0,916.0,1263.0,839.0,887.0,916.0,nan
Net Income(Contr.),502.0,690.0,916.0,1265.0,839.0,887.0,916.0,nan
Net Income(Minor.),0.0,0.0,0.0,-2.0,0.0,0.0,0.0,nan
Capital Stock,43.0,43.0,86.0,74.0,86.0,86.0,86.0,nan
Total Debt/Equity,44.08,30.2,33.6,25.88,56.35,39.45,33.6,nan
Reserve Ratio,1081.06,1504.34,962.03,nan,875.88,930.39,962.03,nan
Oper.Income Margin,11.14,16.14,16.42,17.44,14.19,18.14,12.05,17.13
Net Income Margin,8.95,13.45,13.82,14.32,13.5,15.2,9.01,13.09
ROA,12.19,24.66,26.68,24.63,21.2,23.9,14.17,24.75
ROE,16.65,33.55,35.26,31.78,32.83,35.29,19.33,33.06
EPS(KRW),453.0,1166.0,1644.0,2001.0,385.0,443.0,253.0,437.0
BPS(KRW),2953.0,4011.0,5310.0,7304.0,4879.0,5152.0,5310.0,nan
DPS(KRW),32.0,79.0,118.0,92.0,nan,nan,118.0,nan
PER,13.74,11.28,11.37,10.64,nan,nan,nan,nan
PBR,2.11,3.28,3.52,2.92,7.14,4.94,3.52,nan
Issued Shares,17003.0,17202.0,17242.0,nan,17202.0,17222.0,17242.0,nan
Div Yield,0.51,0.6,0.63,nan,nan,nan,0.63,nan
