계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5529.0,4591.0,5462.0,nan,1235.0,1432.0,nan,nan
Operating Income,477.0,105.0,176.0,nan,18.0,121.0,nan,nan
Oper.Income(Rep.),477.0,105.0,176.0,nan,18.0,121.0,0.0,nan
Net Income,293.0,8.0,-170.0,nan,-220.0,61.0,nan,nan
Net Income(Contr.),293.0,8.0,-170.0,nan,-220.0,61.0,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2615.0,2730.0,3939.0,nan,3222.0,2970.0,3939.0,nan
Total Liabilities,1651.0,1751.0,2397.0,nan,1689.0,1378.0,2397.0,nan
Total Equity,964.0,979.0,1542.0,nan,1533.0,1592.0,1542.0,nan
Net Income(Contr.),964.0,979.0,1542.0,nan,1533.0,1592.0,1542.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,27.0,35.0,86.0,nan,45.0,45.0,86.0,nan
Total Debt/Equity,171.29,178.95,155.4,nan,110.19,86.59,155.4,nan
Reserve Ratio,3606.04,2821.8,1753.86,nan,3359.31,3489.59,1753.86,nan
Oper.Income Margin,8.63,2.28,3.22,nan,1.49,8.43,nan,nan
Net Income Margin,5.31,0.18,-3.11,nan,-17.82,4.26,nan,nan
ROA,11.09,0.32,-5.09,nan,nan,7.89,0.0,nan
ROE,35.93,0.87,-13.47,nan,nan,15.63,0.0,nan
EPS(KRW),2288.0,66.0,-1055.0,nan,-1413.0,351.0,0.0,nan
BPS(KRW),7814.0,7923.0,9406.0,nan,9033.0,9373.0,9406.0,nan
DPS(KRW),0.0,0.0,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,nan,nan,0.8,nan,1.43,0.84,0.8,nan
Issued Shares,12285.0,12285.0,16908.0,nan,17387.0,17387.0,16908.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
