계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,108.0,65.0,136.0,nan,16.0,47.0,55.0,nan
Operating Income,3.0,-22.0,-22.0,nan,-7.0,-4.0,-4.0,nan
Oper.Income(Rep.),3.0,-22.0,-22.0,nan,-7.0,-4.0,-4.0,nan
Net Income,-4.0,-23.0,-36.0,nan,-9.0,-5.0,-19.0,nan
Net Income(Contr.),-4.0,-23.0,-36.0,nan,-9.0,-5.0,-19.0,nan
Net Income(Minor.),nan,nan,-0.0,nan,nan,nan,-0.0,nan
Total Assets,150.0,303.0,547.0,nan,512.0,540.0,547.0,nan
Total Liabilities,74.0,37.0,260.0,nan,197.0,228.0,260.0,nan
Total Equity,76.0,266.0,287.0,nan,315.0,312.0,287.0,nan
Net Income(Contr.),76.0,266.0,288.0,nan,315.0,313.0,288.0,nan
Net Income(Minor.),0.0,0.0,-2.0,nan,0.0,-1.0,-2.0,nan
Capital Stock,31.0,39.0,39.0,nan,39.0,39.0,39.0,nan
Total Debt/Equity,97.99,14.01,90.88,nan,62.37,73.08,90.88,nan
Reserve Ratio,142.59,574.46,631.91,nan,700.99,695.56,631.91,nan
Oper.Income Margin,2.36,-34.6,-15.93,nan,-40.94,-8.67,-7.54,nan
Net Income Margin,-3.99,-35.97,-26.66,nan,-53.11,-10.12,-34.15,nan
ROA,-2.77,-10.28,-8.53,nan,-8.54,-3.64,-13.78,nan
ROE,-8.13,-13.64,-13.06,nan,-12.15,-6.09,-24.81,nan
EPS(KRW),-69.0,-348.0,-459.0,nan,-111.0,-61.0,-237.0,nan
BPS(KRW),1213.0,3372.0,3660.0,nan,4005.0,3978.0,3660.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,nan,5.26,2.12,nan,5.42,2.43,2.12,nan
Issued Shares,6247.0,7875.0,7875.0,nan,7875.0,7875.0,7875.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
