계정,2021/12,2022/12,2023/12,2024/12(E),2024/03,2024/06,2024/09,2024/12(E)
Sales,623.0,780.0,823.0,nan,204.0,254.0,262.0,nan
Operating Income,148.0,193.0,233.0,nan,46.0,50.0,53.0,nan
Oper.Income(Rep.),148.0,193.0,233.0,nan,46.0,50.0,53.0,nan
Net Income,98.0,154.0,92.0,nan,35.0,-28.0,1.0,nan
Net Income(Contr.),94.0,144.0,75.0,nan,32.0,-32.0,-2.0,nan
Net Income(Minor.),4.0,11.0,17.0,nan,3.0,4.0,3.0,nan
Total Assets,3563.0,4011.0,4059.0,nan,4907.0,5009.0,4887.0,nan
Total Liabilities,174.0,252.0,222.0,nan,562.0,409.0,326.0,nan
Total Equity,3388.0,3759.0,3837.0,nan,4345.0,4600.0,4561.0,nan
Net Income(Contr.),3383.0,3718.0,3779.0,nan,4260.0,4493.0,4452.0,nan
Net Income(Minor.),6.0,41.0,58.0,nan,85.0,107.0,109.0,nan
Capital Stock,432.0,559.0,558.0,nan,743.0,824.0,817.0,nan
Total Debt/Equity,5.14,6.7,5.79,nan,12.94,8.88,7.15,nan
Reserve Ratio,683.56,564.47,577.74,nan,473.15,445.29,445.12,nan
Oper.Income Margin,23.75,24.72,28.24,nan,22.43,19.75,20.44,nan
Net Income Margin,15.07,18.43,9.16,nan,15.65,-12.6,-0.65,nan
ROA,2.89,4.08,2.29,nan,3.16,-2.25,0.11,nan
ROE,3.0,4.05,2.01,nan,3.17,-2.93,-0.15,nan
EPS(KRW),138.0,161.0,79.0,nan,30.0,-25.0,-1.0,nan
BPS(KRW),4710.0,3877.0,3941.0,nan,3510.0,3439.0,3408.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,9.69,5.66,19.71,nan,nan,nan,nan,nan
PBR,0.28,0.23,0.39,nan,0.35,0.33,0.31,nan
Issued Shares,71831.0,95891.0,95891.0,nan,121359.0,130640.0,130640.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
