계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1307.0,1355.0,1424.0,nan,361.0,295.0,409.0,nan
Operating Income,48.0,112.0,179.0,nan,38.0,27.0,48.0,nan
Oper.Income(Rep.),48.0,112.0,179.0,nan,38.0,27.0,48.0,nan
Net Income,33.0,174.0,297.0,nan,69.0,9.0,97.0,nan
Net Income(Contr.),-68.0,34.0,165.0,nan,33.0,-17.0,62.0,nan
Net Income(Minor.),101.0,140.0,132.0,nan,35.0,26.0,34.0,nan
Total Assets,4862.0,4986.0,5160.0,nan,5099.0,5081.0,5160.0,nan
Total Liabilities,302.0,319.0,286.0,nan,298.0,272.0,286.0,nan
Total Equity,4559.0,4667.0,4874.0,nan,4801.0,4809.0,4874.0,nan
Net Income(Contr.),3690.0,3691.0,3792.0,nan,3785.0,3767.0,3792.0,nan
Net Income(Minor.),869.0,977.0,1083.0,nan,1016.0,1042.0,1083.0,nan
Capital Stock,110.0,110.0,110.0,nan,110.0,110.0,110.0,nan
Total Debt/Equity,6.63,6.83,5.87,nan,6.2,5.66,5.87,nan
Reserve Ratio,3265.03,3265.89,3358.31,nan,3352.08,3335.72,3358.31,nan
Oper.Income Margin,3.68,8.27,12.56,nan,10.61,9.13,11.67,nan
Net Income Margin,-5.22,2.51,11.59,nan,9.26,-5.79,15.22,nan
ROA,0.68,3.53,5.86,nan,5.36,0.69,7.56,nan
ROE,-1.82,0.92,4.41,nan,3.55,-1.8,6.59,nan
EPS(KRW),-311.0,155.0,753.0,nan,152.0,-78.0,284.0,nan
BPS(KRW),16825.0,16829.0,17292.0,nan,17260.0,17179.0,17292.0,nan
DPS(KRW),150.0,150.0,250.0,nan,nan,nan,250.0,nan
PER,nan,79.09,14.17,nan,nan,nan,nan,nan
PBR,1.06,0.73,0.62,nan,0.85,0.71,0.62,nan
Issued Shares,21929.0,21929.0,21929.0,nan,21929.0,21929.0,21929.0,nan
Div Yield,0.84,1.22,2.34,nan,nan,nan,2.34,nan
