계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2785.0,3075.0,3269.0,nan,840.0,746.0,864.0,nan
Operating Income,151.0,154.0,109.0,nan,31.0,29.0,-1.0,nan
Oper.Income(Rep.),151.0,154.0,109.0,nan,31.0,29.0,-1.0,nan
Net Income,114.0,131.0,129.0,nan,47.0,14.0,25.0,nan
Net Income(Contr.),114.0,131.0,129.0,nan,47.0,14.0,25.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2065.0,2295.0,2233.0,nan,2401.0,2122.0,2233.0,nan
Total Liabilities,700.0,856.0,705.0,nan,892.0,627.0,705.0,nan
Total Equity,1365.0,1438.0,1528.0,nan,1509.0,1495.0,1528.0,nan
Net Income(Contr.),1365.0,1438.0,1528.0,nan,1509.0,1495.0,1528.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,77.0,77.0,77.0,nan,77.0,77.0,77.0,nan
Total Debt/Equity,51.28,59.55,46.17,nan,59.09,41.91,46.17,nan
Reserve Ratio,1697.58,1797.19,1923.9,nan,1889.84,1878.21,1923.9,nan
Oper.Income Margin,5.41,5.01,3.33,nan,3.74,3.88,-0.14,nan
Net Income Margin,4.09,4.26,3.94,nan,5.62,1.85,2.84,nan
ROA,5.92,6.02,5.69,nan,7.98,2.45,4.51,nan
ROE,8.68,9.36,8.69,nan,12.75,3.68,6.5,nan
EPS(KRW),743.0,855.0,840.0,nan,308.0,90.0,160.0,nan
BPS(KRW),8988.0,9486.0,10120.0,nan,9949.0,9891.0,10120.0,nan
DPS(KRW),166.0,200.0,200.0,nan,nan,nan,200.0,nan
PER,8.11,8.33,5.85,nan,nan,nan,nan,nan
PBR,0.67,0.75,0.49,nan,0.72,0.59,0.49,nan
Issued Shares,15340.0,15340.0,15340.0,nan,15340.0,15340.0,15340.0,nan
Div Yield,2.75,2.81,4.07,nan,nan,nan,4.07,nan
