계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2317.0,2326.0,2757.0,nan,609.0,817.0,722.0,nan
Operating Income,184.0,284.0,310.0,nan,47.0,132.0,61.0,nan
Oper.Income(Rep.),184.0,284.0,310.0,nan,47.0,132.0,61.0,nan
Net Income,76.0,61.0,42.0,nan,-18.0,65.0,-34.0,nan
Net Income(Contr.),73.0,71.0,63.0,nan,-13.0,66.0,-22.0,nan
Net Income(Minor.),2.0,-11.0,-21.0,nan,-5.0,-1.0,-12.0,nan
Total Assets,4640.0,5230.0,5657.0,nan,5394.0,5415.0,5657.0,nan
Total Liabilities,3295.0,3832.0,4125.0,nan,3942.0,3909.0,4125.0,nan
Total Equity,1345.0,1398.0,1532.0,nan,1453.0,1506.0,1532.0,nan
Net Income(Contr.),1283.0,1346.0,1502.0,nan,1410.0,1464.0,1502.0,nan
Net Income(Minor.),62.0,52.0,30.0,nan,43.0,42.0,30.0,nan
Capital Stock,54.0,54.0,54.0,nan,54.0,54.0,54.0,nan
Total Debt/Equity,244.99,274.16,269.26,nan,271.31,259.51,269.26,nan
Reserve Ratio,2386.59,2517.89,2826.13,nan,2655.14,2755.87,2826.13,nan
Oper.Income Margin,7.92,12.23,11.23,nan,7.71,16.2,8.44,nan
Net Income Margin,3.17,3.06,2.29,nan,-2.08,8.02,-3.06,nan
ROA,1.77,1.23,0.76,nan,-1.35,4.8,-2.46,nan
ROE,5.87,5.41,4.43,nan,-3.59,18.26,-5.96,nan
EPS(KRW),682.0,661.0,586.0,nan,-118.0,609.0,-205.0,nan
BPS(KRW),12433.0,13089.0,14631.0,nan,13776.0,14279.0,14631.0,nan
DPS(KRW),120.0,150.0,180.0,nan,nan,nan,180.0,nan
PER,11.84,10.89,10.21,nan,nan,nan,nan,nan
PBR,0.65,0.55,0.41,nan,0.48,0.38,0.41,nan
Issued Shares,10763.0,10763.0,10763.0,nan,10763.0,10763.0,10763.0,nan
Div Yield,1.49,2.08,3.01,nan,nan,nan,3.01,nan
