계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Operating Revenue,296.0,190.0,142.0,nan,nan,nan,nan,nan
Operating Income,78.0,64.0,34.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),78.0,64.0,34.0,nan,nan,nan,0.0,nan
Net Income,71.0,62.0,23.0,nan,nan,nan,nan,nan
Net Income(Contr.),71.0,62.0,23.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,981.0,983.0,930.0,nan,nan,nan,930.0,nan
Total Liabilities,122.0,95.0,72.0,nan,nan,nan,72.0,nan
Total Equity,859.0,888.0,859.0,nan,nan,nan,859.0,nan
Net Income(Contr.),859.0,888.0,859.0,nan,nan,nan,859.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,90.0,91.0,91.0,nan,nan,nan,91.0,nan
Total Debt/Equity,14.24,10.72,8.33,nan,nan,nan,8.33,nan
Reserve Ratio,895.11,922.64,890.33,nan,nan,nan,890.33,nan
Oper.Income Margin,26.32,33.89,23.8,nan,nan,nan,nan,nan
Net Income Margin,24.14,32.56,16.21,nan,nan,nan,nan,nan
ROA,7.98,6.3,2.4,nan,nan,nan,nan,nan
ROE,9.53,7.08,2.63,nan,nan,nan,nan,nan
EPS(KRW),406.0,342.0,127.0,nan,nan,nan,0.0,nan
BPS(KRW),4976.0,5113.0,4952.0,nan,nan,nan,4952.0,nan
DPS(KRW),400.0,300.0,200.0,nan,nan,nan,200.0,nan
PER,11.13,17.96,29.73,nan,nan,nan,nan,nan
PBR,0.91,1.2,0.76,nan,nan,nan,0.76,nan
Issued Shares,18056.0,18151.0,18151.0,nan,nan,nan,18151.0,nan
Div Yield,8.86,4.89,5.31,nan,nan,nan,5.31,nan
