계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1238.0,1678.0,924.0,nan,206.0,255.0,373.0,nan
Operating Income,-60.0,71.0,-234.0,nan,-86.0,15.0,-83.0,nan
Oper.Income(Rep.),-60.0,71.0,-234.0,nan,-86.0,15.0,-83.0,nan
Net Income,-62.0,61.0,-273.0,nan,-75.0,5.0,-128.0,nan
Net Income(Contr.),-53.0,68.0,-265.0,nan,-74.0,6.0,-127.0,nan
Net Income(Minor.),-9.0,-6.0,-8.0,nan,-2.0,-1.0,-1.0,nan
Total Assets,1897.0,1970.0,1850.0,nan,1796.0,1822.0,1850.0,nan
Total Liabilities,466.0,489.0,680.0,nan,500.0,526.0,680.0,nan
Total Equity,1432.0,1482.0,1170.0,nan,1295.0,1296.0,1170.0,nan
Net Income(Contr.),1420.0,1478.0,1184.0,nan,1299.0,1301.0,1184.0,nan
Net Income(Minor.),11.0,3.0,-14.0,nan,-3.0,-5.0,-14.0,nan
Capital Stock,106.0,106.0,106.0,nan,106.0,106.0,106.0,nan
Total Debt/Equity,32.52,32.98,58.15,nan,38.62,40.59,58.15,nan
Reserve Ratio,1282.38,1337.15,1058.51,nan,1167.38,1169.18,1058.51,nan
Oper.Income Margin,-4.84,4.26,-25.36,nan,-41.98,5.78,-22.31,nan
Net Income Margin,-4.3,4.02,-28.62,nan,-35.75,2.32,-33.91,nan
ROA,-3.14,3.16,-14.28,nan,-16.61,1.01,-27.79,nan
ROE,-3.63,4.66,-19.88,nan,-22.0,1.82,-40.75,nan
EPS(KRW),-252.0,319.0,-1252.0,nan,-348.0,28.0,-599.0,nan
BPS(KRW),6912.0,7186.0,5793.0,nan,6337.0,6346.0,5793.0,nan
DPS(KRW),nan,150.0,nan,nan,nan,nan,nan,nan
PER,nan,41.92,nan,nan,nan,nan,nan,nan
PBR,1.52,1.86,1.52,nan,2.3,1.47,1.52,nan
Issued Shares,21134.0,21134.0,21134.0,nan,21134.0,21134.0,21134.0,nan
Div Yield,nan,1.12,nan,nan,nan,nan,nan,nan
