계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,93.0,171.0,57.0,nan,46.0,3.0,0.0,nan
Operating Income,-224.0,-182.0,-309.0,nan,-38.0,-94.0,-76.0,nan
Oper.Income(Rep.),-224.0,-182.0,-309.0,nan,-38.0,-94.0,-76.0,nan
Net Income,-219.0,-191.0,-407.0,nan,-96.0,-105.0,-122.0,nan
Net Income(Contr.),-195.0,-191.0,-407.0,nan,-96.0,-105.0,-122.0,nan
Net Income(Minor.),-24.0,nan,nan,nan,nan,nan,nan,nan
Total Assets,1327.0,1028.0,712.0,nan,925.0,836.0,712.0,nan
Total Liabilities,664.0,525.0,528.0,nan,661.0,668.0,528.0,nan
Total Equity,662.0,503.0,185.0,nan,264.0,168.0,185.0,nan
Net Income(Contr.),659.0,499.0,178.0,nan,258.0,162.0,178.0,nan
Net Income(Minor.),3.0,5.0,6.0,nan,6.0,6.0,6.0,nan
Capital Stock,84.0,84.0,92.0,nan,85.0,86.0,92.0,nan
Total Debt/Equity,100.37,104.28,285.7,nan,250.42,397.8,285.7,nan
Reserve Ratio,689.16,490.22,93.38,nan,202.68,87.91,93.38,nan
Oper.Income Margin,-240.07,-106.57,-544.61,nan,-82.03,-3580.07,-16826.46,nan
Net Income Margin,-209.17,-111.94,-716.18,nan,-208.38,-3982.65,-26899.32,nan
ROA,-19.96,-16.22,-46.71,nan,-39.45,-47.73,-62.83,nan
ROE,-46.18,-33.0,-120.11,nan,-123.11,-200.0,-285.79,nan
EPS(KRW),-1261.0,-1139.0,-2218.0,nan,-562.0,-613.0,-659.0,nan
BPS(KRW),3946.0,2951.0,967.0,nan,1513.0,940.0,967.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,5.16,4.94,19.92,nan,5.78,17.8,19.92,nan
Issued Shares,13703.0,16020.0,18460.0,nan,16636.0,17238.0,18460.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
