계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,834.0,852.0,820.0,nan,203.0,204.0,213.0,nan
Operating Income,51.0,79.0,58.0,nan,16.0,16.0,4.0,nan
Oper.Income(Rep.),51.0,79.0,58.0,nan,16.0,16.0,4.0,nan
Net Income,22.0,109.0,60.0,nan,16.0,11.0,12.0,nan
Net Income(Contr.),22.0,109.0,60.0,nan,16.0,11.0,12.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,-0.0,nan
Total Assets,1041.0,1066.0,1161.0,nan,1085.0,1100.0,1161.0,nan
Total Liabilities,120.0,108.0,169.0,nan,113.0,112.0,169.0,nan
Total Equity,922.0,958.0,992.0,nan,972.0,989.0,992.0,nan
Net Income(Contr.),921.0,957.0,991.0,nan,971.0,987.0,991.0,nan
Net Income(Minor.),1.0,1.0,1.0,nan,1.0,1.0,1.0,nan
Capital Stock,50.0,50.0,50.0,nan,50.0,50.0,50.0,nan
Total Debt/Equity,12.97,11.27,16.99,nan,11.64,11.28,16.99,nan
Reserve Ratio,2122.2,2246.9,2329.57,nan,2272.14,2305.3,2329.57,nan
Oper.Income Margin,6.15,9.26,7.02,nan,7.82,7.99,2.09,nan
Net Income Margin,2.62,12.79,7.31,nan,7.99,5.24,5.67,nan
ROA,2.1,10.36,5.39,nan,5.99,3.94,4.28,nan
ROE,2.37,11.61,6.15,nan,6.74,4.37,4.89,nan
EPS(KRW),219.0,1090.0,603.0,nan,163.0,108.0,122.0,nan
BPS(KRW),11111.0,11735.0,12271.0,nan,11981.0,12148.0,12271.0,nan
DPS(KRW),270.0,300.0,320.0,nan,nan,nan,320.0,nan
PER,39.55,7.97,15.15,nan,nan,nan,nan,nan
PBR,0.78,0.74,0.74,nan,0.72,0.69,0.74,nan
Issued Shares,10000.0,10000.0,9900.0,nan,9900.0,9900.0,9900.0,nan
Div Yield,3.12,3.45,3.5,nan,nan,nan,3.5,nan
