계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,350.0,402.0,336.0,nan,nan,nan,nan,nan
Operating Income,48.0,65.0,25.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),48.0,65.0,25.0,nan,nan,nan,0.0,nan
Net Income,76.0,56.0,34.0,nan,nan,nan,nan,nan
Net Income(Contr.),76.0,56.0,34.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,626.0,711.0,713.0,nan,nan,nan,713.0,nan
Total Liabilities,341.0,212.0,191.0,nan,nan,nan,191.0,nan
Total Equity,284.0,499.0,523.0,nan,nan,nan,523.0,nan
Net Income(Contr.),284.0,499.0,523.0,nan,nan,nan,523.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,46.0,50.0,50.0,nan,nan,nan,50.0,nan
Total Debt/Equity,119.88,42.49,36.48,nan,nan,nan,36.48,nan
Reserve Ratio,518.01,904.35,952.08,nan,nan,nan,952.08,nan
Oper.Income Margin,13.71,16.19,7.55,nan,nan,nan,nan,nan
Net Income Margin,21.58,13.99,10.08,nan,nan,nan,nan,nan
ROA,15.63,8.41,4.76,nan,nan,nan,nan,nan
ROE,31.65,14.35,6.63,nan,nan,nan,nan,nan
EPS(KRW),822.0,566.0,341.0,nan,nan,nan,0.0,nan
BPS(KRW),3090.0,5022.0,5260.0,nan,nan,nan,5260.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,19.28,42.95,22.88,nan,nan,nan,nan,nan
PBR,5.13,4.84,1.48,nan,nan,nan,1.48,nan
Issued Shares,9207.0,9936.0,9936.0,nan,nan,nan,9936.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
