계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1306.0,2203.0,2829.0,3085.0,803.0,741.0,563.0,723.0
Operating Income,175.0,321.0,290.0,334.0,118.0,72.0,0.0,66.0
Oper.Income(Rep.),175.0,321.0,290.0,nan,118.0,72.0,0.0,nan
Net Income,165.0,314.0,324.0,357.0,178.0,2.0,32.0,51.0
Net Income(Contr.),165.0,314.0,324.0,357.0,178.0,2.0,32.0,54.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1790.0,2560.0,2951.0,3405.0,3026.0,3025.0,2951.0,nan
Total Liabilities,448.0,834.0,893.0,1006.0,1006.0,1003.0,893.0,nan
Total Equity,1342.0,1726.0,2058.0,2398.0,2021.0,2022.0,2058.0,nan
Net Income(Contr.),1342.0,1726.0,2058.0,2402.0,2021.0,2022.0,2058.0,nan
Net Income(Minor.),0.0,0.0,0.0,-3.0,0.0,0.0,0.0,nan
Capital Stock,10.0,10.0,10.0,10.0,10.0,10.0,10.0,nan
Total Debt/Equity,33.36,48.32,43.39,41.95,49.76,49.63,43.39,nan
Reserve Ratio,13344.0,17178.92,20495.08,nan,20124.11,20135.78,20495.08,nan
Oper.Income Margin,13.36,14.56,10.24,10.82,14.72,9.65,0.05,9.07
Net Income Margin,12.6,14.26,11.47,11.56,22.14,0.23,5.61,7.47
ROA,9.72,14.45,11.78,11.24,24.7,0.23,4.23,6.94
ROE,13.06,20.48,17.15,15.99,36.84,0.34,6.19,10.5
EPS(KRW),1644.0,3137.0,3240.0,3561.0,1776.0,17.0,315.0,539.0
BPS(KRW),13444.0,17279.0,20595.0,24028.0,20224.0,20236.0,20595.0,nan
DPS(KRW),nan,nan,1000.0,1000.0,nan,nan,1000.0,nan
PER,18.49,19.89,14.11,9.13,nan,nan,nan,nan
PBR,2.26,3.61,2.22,1.35,6.69,4.65,2.22,nan
Issued Shares,10014.0,10014.0,10014.0,nan,10014.0,10014.0,10014.0,nan
Div Yield,nan,nan,2.19,nan,nan,nan,2.19,nan
