계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,228.0,247.0,479.0,nan,83.0,108.0,218.0,nan
Operating Income,19.0,13.0,113.0,nan,4.0,23.0,85.0,nan
Oper.Income(Rep.),19.0,13.0,113.0,nan,4.0,23.0,85.0,nan
Net Income,21.0,24.0,125.0,nan,7.0,24.0,91.0,nan
Net Income(Contr.),21.0,20.0,98.0,nan,6.0,19.0,71.0,nan
Net Income(Minor.),nan,4.0,26.0,nan,1.0,5.0,21.0,nan
Total Assets,326.0,445.0,563.0,nan,490.0,485.0,563.0,nan
Total Liabilities,39.0,59.0,73.0,nan,115.0,86.0,73.0,nan
Total Equity,287.0,386.0,491.0,nan,376.0,399.0,491.0,nan
Net Income(Contr.),287.0,305.0,414.0,nan,324.0,343.0,414.0,nan
Net Income(Minor.),0.0,81.0,77.0,nan,52.0,56.0,77.0,nan
Capital Stock,24.0,24.0,24.0,nan,24.0,24.0,24.0,nan
Total Debt/Equity,13.56,15.16,14.81,nan,30.49,21.48,14.81,nan
Reserve Ratio,1109.75,1180.85,1636.8,nan,1259.91,1339.83,1636.8,nan
Oper.Income Margin,8.21,5.17,23.68,nan,5.39,20.96,39.15,nan
Net Income Margin,9.17,8.09,20.55,nan,6.9,17.6,32.46,nan
ROA,6.65,6.31,24.71,nan,5.4,19.43,69.72,nan
ROE,7.51,6.74,27.36,nan,7.29,22.72,74.87,nan
EPS(KRW),176.0,168.0,825.0,nan,48.0,159.0,595.0,nan
BPS(KRW),2420.0,2562.0,3474.0,nan,2720.0,2880.0,3474.0,nan
DPS(KRW),32.0,20.0,30.0,nan,nan,nan,30.0,nan
PER,19.43,21.8,3.4,nan,nan,nan,nan,nan
PBR,1.41,1.43,0.81,nan,1.27,1.08,0.81,nan
Issued Shares,11874.0,11916.0,11916.0,nan,11916.0,11916.0,11916.0,nan
Div Yield,0.94,0.55,1.07,nan,nan,nan,1.07,nan
